numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07590;20150806051500;1270.000000;0;0.000000;287.950000;284.150000;78;0;0;0;0;0;mq;0;0;0;0.000000;mq;285.750000;mq;300.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20150806053200;1908.000000;0;0.000000;283.250000;281.520000;89;0;0;0;2;2;1250;2;0;0;0.000000;mq;282.450000;mq;299.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20150806060000;1281.000000;0;0.000000;287.250000;285.120000;87;0;0;0;3;3;1250;2;0;0;0.000000;mq;283.550000;mq;303.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20150806055000;1665.000000;90;2.000000;286.650000;282.310000;75;0;0;0;1;1;2250;0;3;0;0.000000;mq;284.750000;mq;299.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20150806060000;1860.000000;0;0.000000;282.150000;282.000000;99;0;0;0;1;1;450;6;0;0;0.000000;mq;282.150000;mq;294.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20150806061500;1270.000000;0;0.000000;287.650000;283.860000;78;0;0;0;1;1;3500;0;3;0;0.000000;mq;285.050000;mq;303.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20150806054500;1018.000000;0;0.000000;288.350000;mq;mq;0;0;0;2;1;2250;0;3;2;0.000000;mq;284.950000;mq;303.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20150806051500;1850.000000;0;0.000000;283.450000;282.530000;94;0;0;0;2;2;2250;2;0;0;0.000000;mq;279.850000;mq;296.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07584;20150806063000;1738.000000;0;0.000000;286.550000;278.950000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;280.250000;mq;299.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20150806061500;1327.000000;220;2.000000;292.150000;286.120000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;286.150000;mq;299.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
