numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07582;20160202084500;1350.000000;0;0.000000;280.450000;262.190000;26;0;0;0;7;1;800;6;7;/;0.000000;mq;275.950000;mq;281.950000;0.170000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;340.000000;
07595;20160202083000;1915.000000;0;0.000000;283.350000;274.710000;55;0;0;0;7;7;2250;0;1;0;0.000000;mq;274.750000;mq;283.750000;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07715;20160202083700;2125.000000;0;0.000000;279.950000;265.170000;34;0;0;0;2;0;8000;0;0;7;0.000000;mq;270.450000;mq;287.150000;0.400000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;6;mq;1;255.000000;
07885;20160202082000;1610.000000;0;0.000000;280.750000;266.620000;36;0;0;0;6;6;2250;0;3;0;0.000000;mq;275.950000;mq;281.950000;0.400000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;1;500.000000;
07891;20160202083000;1200.000000;0;0.000000;279.150000;268.960000;48;0;0;0;8;8;2600;5;/;/;0.000000;mq;276.350000;mq;281.650000;0.650000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;mq;3;mq;mq;mq;mq;3;180;5.000000;1.750000;0.000000;mq;6;6;mq;mq;mq;
07893;20160202074500;1780.000000;0;0.000000;277.650000;263.130000;34;0;0;0;8;8;1250;0;3;/;0.000000;mq;272.650000;mq;278.650000;0.890000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;mq;mq;mq;mq;mq;4;360;2.000000;1.650000;0.000000;mq;6;4;mq;1;220.000000;
07923;20160202083700;1895.000000;0;0.000000;279.950000;264.790000;33;0;0;0;5;2;800;0;1;2;0.000000;mq;277.350000;mq;284.250000;0.380000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;4;mq;2;320.000000;
07931;20160202070000;1665.000000;90;2.000000;277.350000;264.280000;38;0;0;0;8;3;2250;0;3;2;0.000000;mq;275.650000;mq;284.750000;0.150000;0.000000;-99;768.000000;3100.000000;mq;271.550000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07933;20160202071900;1908.000000;0;0.000000;275.050000;264.360000;45;0;0;0;7;6;1750;2;3;2;0.000000;mq;273.750000;mq;285.050000;0.320000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20160202072400;1860.000000;90;4.000000;274.850000;mq;mq;0;0;0;7;7;3500;0;7;0;0.000000;mq;274.350000;mq;285.150000;0.400000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;
07942;20160202080000;1910.000000;0;0.000000;282.250000;262.190000;23;0;0;0;7;7;3500;0;1;0;0.000000;mq;280.550000;mq;289.150000;0.170000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;1;310;2.000000;mq;mq;mq;7;6;mq;2;mq;
07955;20160202080000;1840.000000;0;0.000000;280.350000;263.040000;28;0;0;0;7;5;2250;0;3;2;0.000000;mq;276.150000;mq;283.350000;0.020000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;1.250000;0.000000;mq;7;6;mq;1;mq;
07961;20160202075500;1745.000000;0;0.000000;281.450000;262.550000;25;0;0;0;5;5;3500;0;3;0;0.000000;mq;274.250000;mq;284.750000;0.210000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07968;20160202084500;1569.000000;0;0.000000;282.750000;269.470000;39;0;0;0;8;8;3500;0;4;9;0.000000;mq;276.950000;mq;284.350000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07954;20160202065300;1107.000000;0;0.000000;277.250000;269.950000;59;0;0;0;7;7;2250;0;3;/;0.000000;mq;276.150000;mq;286.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07970;20160202074500;1789.000000;0;0.000000;281.150000;260.700000;22;0;0;0;5;4;2250;0;7;2;0.000000;mq;276.550000;mq;285.050000;0.210000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07971;20160202071500;1384.000000;0;0.000000;278.150000;263.570000;34;0;0;0;3;3;3500;0;3;0;0.000000;mq;273.550000;mq;281.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;2;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07972;20160202073000;1715.000000;0;0.000000;280.250000;261.020000;24;0;0;0;6;0;2250;0;0;9;0.000000;mq;274.050000;mq;285.750000;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.260000;0.000000;mq;7;6;mq;2;mq;
07973;20160202070000;1472.000000;180;7.000000;279.450000;261.800000;27;0;4;0;5;5;1250;0;3;0;0.000000;mq;275.050000;mq;282.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07974;20160202074500;1500.000000;0;0.000000;278.750000;266.200000;40;0;0;0;6;6;3500;0;1;0;0.000000;mq;274.450000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07980;20160202081500;2127.000000;0;0.000000;283.150000;262.390000;22;0;0;0;7;2;3500;0;3;7;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;0;0;0;mq;mq;
07881;20160202080000;2590.000000;180;4.000000;276.650000;258.440000;25;0;0;0;8;8;2250;0;3;2;0.000000;mq;271.650000;mq;278.350000;1.600000;0.000000;-99;768.000000;3100.000000;mq;268.550000;mq;0;0;0;mq;mq;mq;mq;2;40;4.000000;mq;0.000000;mq;7;6;mq;2;mq;
07891;20160202080000;1200.000000;0;0.000000;281.150000;259.520000;20;0;0;0;8;0;8000;0;0;2;0.000000;mq;275.150000;mq;282.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07892;20160202073000;1700.000000;0;0.000000;275.150000;267.290000;56;0;0;0;7;6;2250;0;3;2;0.000000;mq;271.150000;mq;265.850000;0.660000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07907;20160202073000;1585.000000;0;0.000000;275.150000;267.290000;56;0;0;0;7;6;2250;0;3;2;0.000000;mq;271.150000;mq;280.450000;0.660000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07950;20160202081000;1600.000000;0;0.000000;283.550000;278.320000;70;0;0;0;7;7;1250;0;3;2;0.000000;mq;275.550000;mq;283.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;5;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07952;20160202080000;1840.000000;0;0.000000;mq;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.500000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;7;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07975;20160202082300;1420.000000;0;0.000000;279.050000;268.590000;47;0;0;0;7;7;2250;0;3;0;0.000000;mq;273.050000;mq;285.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20160202080000;2196.000000;90;2.000000;277.750000;mq;mq;0;6;4;8;0;8000;0;0;7;mq;mq;mq;mq;mq;1.750000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.200000;0.000000;mq;7;6;mq;mq;mq;
07590;20160202065500;1270.000000;0;0.000000;275.750000;272.990000;82;0;0;0;3;3;3500;0;3;0;0.000000;mq;273.750000;mq;282.350000;0.120000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07598;20160202081200;2070.000000;180;2.000000;279.750000;265.730000;36;0;0;0;7;2;1750;6;7;2;0.000000;mq;277.550000;mq;287.350000;0.340000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;1;280.000000;
07599;20160202072000;1240.000000;360;2.000000;275.250000;274.240000;93;45;0;0;9;9;mq;/;/;/;0.000000;275.250000;mq;282.050000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
