numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07892;20160307074500;1700.000000;0;0.000000;258.150000;255.170000;78;0;7;0;0;0;mq;0;0;0;1.100000;mq;257.150000;mq;268.650000;1.220000;0.030000;-99;768.000000;3103.000000;mq;261.250000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;1;100.000000;
07931;20160307065000;1665.000000;360;2.000000;260.150000;251.900000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.050000;mq;274.750000;0.600000;0.000000;-99;768.000000;3100.000000;mq;261.850000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07458;20160307070000;1152.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;2.000000;mq;mq;mq;mq;0.480000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07495;20160307081500;1440.000000;0;0.000000;263.550000;262.360000;91;0;7;0;0;0;mq;0;0;0;2.000000;mq;262.750000;mq;272.050000;0.900000;0.020000;-99;768.000000;3102.000000;mq;266.750000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;1;200.000000;
07721;20160307075000;1747.000000;0;0.000000;271.150000;267.490000;76;0;7;4;1;1;3500;0;3;2;1.300000;mq;265.150000;mq;273.150000;1.950000;0.020000;-99;768.000000;3102.000000;mq;262.550000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;1.900000;0.040000;mq;2;2;mq;2;mq;
07858;20160307072600;1765.000000;0;0.000000;261.150000;mq;mq;0;4;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;4.200000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;1.960000;0.000000;mq;8;2;mq;mq;mq;
07875;20160307080000;1860.000000;0;0.000000;263.250000;254.780000;50;0;4;0;0;0;mq;0;0;0;0.000000;mq;259.050000;mq;268.650000;1.700000;0.000000;-99;768.000000;3100.000000;mq;256.450000;mq;0;0;0;mq;mq;mq;mq;3;40;4.000000;mq;mq;mq;1;2;mq;1;100.000000;
07878;20160307080000;1600.000000;0;0.000000;264.650000;253.740000;41;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.650000;mq;272.850000;0.550000;0.000000;-99;768.000000;3100.000000;mq;266.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;1;160.000000;
07881;20160307080000;2590.000000;0;0.000000;257.650000;249.570000;50;0;7;0;0;0;mq;0;0;0;0.100000;mq;254.150000;mq;263.150000;1.950000;0.010000;-99;768.000000;3101.000000;mq;260.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;110.000000;
07897;20160307074000;1870.000000;0;0.000000;mq;mq;mq;0;7;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;2.250000;0.100000;-99;768.000000;3110.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;0.000000;0.000000;mq;1;2;mq;0;40.000000;
07907;20160307080000;1585.000000;0;0.000000;266.150000;261.600000;70;0;7;0;0;0;mq;0;0;0;0.500000;mq;262.150000;mq;273.150000;0.940000;0.020000;-99;768.000000;3102.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07590;20160307070000;1270.000000;0;0.000000;263.050000;258.790000;71;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.350000;mq;276.250000;0.190000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07599;20160307082000;1240.000000;310;2.000000;266.350000;264.250000;85;0;3;0;0;0;mq;0;0;0;0.000000;mq;264.750000;mq;273.550000;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;1;mq;mq;mq;
07715;20160307080000;2125.000000;0;0.000000;264.050000;257.500000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.150000;mq;271.950000;1.280000;0.000000;-99;768.000000;3100.000000;mq;264.650000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;1;90.000000;
07893;20160307075000;1780.000000;0;0.000000;262.450000;260.420000;85;0;7;4;1;0;8000;0;0;2;1.200000;mq;258.750000;mq;268.850000;1.650000;0.030000;-99;768.000000;3103.000000;mq;263.350000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;2.180000;mq;mq;9;3;mq;1;110.000000;
07918;20160307080000;2284.000000;0;0.000000;257.550000;250.140000;53;0;7;4;0;0;mq;0;0;0;1.300000;mq;254.450000;mq;267.850000;1.850000;0.050000;-99;768.000000;3105.000000;mq;261.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07919;20160307080000;2130.000000;0;0.000000;264.550000;257.970000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.750000;mq;271.250000;1.380000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;110.000000;
07922;20160307082000;2300.000000;0;0.000000;258.150000;mq;mq;0;7;4;1;0;8000;0;0;7;0.100000;mq;254.150000;mq;265.150000;1.490000;0.010000;-99;768.000000;3101.000000;mq;260.150000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;2;mq;1;160.000000;
07926;20160307082000;2185.000000;0;0.000000;264.050000;254.540000;46;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.450000;mq;266.850000;1.800000;0.000000;-99;768.000000;3100.000000;mq;261.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;8;2;mq;1;160.000000;
07942;20160307080000;1910.000000;0;0.000000;265.350000;259.730000;64;0;0;0;1;1;800;5;0;0;0.000000;mq;263.850000;mq;271.850000;0.990000;0.000000;-99;768.000000;3100.000000;mq;260.050000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;3;9;mq;1;150.000000;
07952;20160307080000;1840.000000;0;0.000000;mq;mq;mq;0;7;4;7;7;450;6;/;/;4.300000;mq;mq;mq;mq;1.750000;0.160000;-99;768.000000;3116.000000;mq;269.950000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;3;2;mq;1;90.000000;
07582;20160307083000;1350.000000;0;0.000000;264.250000;258.870000;65;0;7;0;0;0;mq;0;0;0;0.100000;mq;262.750000;mq;273.450000;0.650000;0.010000;-99;768.000000;3101.000000;mq;261.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;3;mq;2;mq;
07589;20160307081500;1570.000000;0;0.000000;265.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;272.650000;0.600000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;1;mq;2;mq;
07697;20160307070000;1554.000000;0;0.000000;263.650000;260.840000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;274.150000;0.650000;0.000000;-99;768.000000;3100.000000;mq;261.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07811;20160307081500;2350.000000;0;0.000000;262.250000;255.180000;56;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.350000;mq;269.650000;1.550000;0.000000;-99;768.000000;3100.000000;mq;256.650000;mq;0;0;0;mq;mq;mq;mq;3;40;2.000000;mq;mq;mq;2;2;mq;1;90.000000;
07933;20160307060200;1908.000000;0;0.000000;258.650000;249.560000;46;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.650000;mq;273.750000;1.040000;0.000000;-99;768.000000;3100.000000;mq;261.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;90.000000;
07939;20160307072900;1860.000000;0;0.000000;263.850000;259.740000;72;0;0;0;2;2;1250;0;3;0;0.000000;mq;259.350000;mq;273.050000;1.310000;0.000000;-99;768.000000;3100.000000;mq;263.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.250000;0.000000;mq;mq;mq;mq;mq;mq;
07943;20160307083000;1650.000000;270;4.000000;269.650000;269.100000;96;0;7;4;8;8;150;5;/;/;7.500000;mq;267.550000;mq;270.250000;1.540000;0.120000;-99;768.000000;3112.000000;mq;271.350000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;0;120.000000;
07484;20160307064500;1018.000000;0;0.000000;259.350000;mq;mq;0;7;0;0;0;mq;0;0;0;0.800000;mq;257.950000;mq;274.150000;0.200000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20160307071500;1327.000000;0;0.000000;271.050000;270.780000;98;45;7;4;9;9;mq;/;/;/;10.000000;mq;269.650000;mq;271.550000;1.200000;0.150000;-99;768.000000;3115.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20160307070000;636.000000;0;0.000000;273.350000;272.930000;97;0;6;0;8;8;800;6;/;/;5.000000;mq;272.850000;mq;278.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20160307064000;1970.000000;0;0.000000;258.450000;256.630000;86;0;7;4;0;0;mq;0;0;0;0.600000;mq;257.650000;mq;268.650000;1.800000;0.020000;-99;768.000000;3102.000000;mq;261.150000;mq;0;3;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;110.000000;
07959;20160307074000;1860.000000;0;0.000000;mq;mq;mq;0;7;7;6;6;800;0;1;0;5.000000;mq;mq;mq;mq;1.200000;0.040000;-99;768.000000;3104.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;3;270;5.000000;mq;0.050000;mq;1;1;mq;2;mq;
07962;20160307064500;680.000000;0;0.000000;273.450000;272.300000;92;0;6;0;8;mq;mq;/;/;/;2.300000;mq;272.750000;mq;278.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20160307061500;1000.000000;0;0.000000;273.050000;269.850000;79;0;0;0;8;8;1250;5;/;/;0.000000;mq;271.850000;mq;277.350000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20160307060000;790.000000;0;0.000000;271.950000;mq;mq;0;7;0;0;0;mq;0;0;0;2.800000;271.950000;mq;276.150000;mq;0.120000;0.060000;-99;768.000000;3106.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20160307070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.150000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
