numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20161015051000;790.000000;0;0.000000;278.150000;mq;mq;0;6;4;3;3;2250;0;3;/;4.700000;277.650000;mq;283.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161015052000;1270.000000;0;0.000000;277.450000;277.020000;97;0;6;0;3;2;1750;6;3;0;49.100000;mq;276.850000;mq;282.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20161015060000;636.000000;0;0.000000;276.650000;276.510000;99;45;6;0;9;9;mq;/;/;/;11.000000;mq;276.650000;mq;285.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20161015060000;1270.000000;0;0.000000;279.150000;277.310000;88;0;6;6;6;5;800;5;3;/;8.800000;mq;278.150000;mq;282.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20161015070000;1080.000000;0;0.000000;280.150000;mq;mq;0;6;0;3;2;30;6;2;/;8.400000;279.650000;mq;281.850000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20161015055000;1665.000000;90;1.000000;274.950000;274.090000;94;0;7;6;6;4;1250;5;3;2;26.100000;273.850000;mq;275.850000;mq;0.090000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20161015065000;1570.000000;0;0.000000;276.150000;275.430000;95;0;9;6;0;0;mq;0;0;0;29.800000;mq;276.150000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20161015055000;680.000000;200;2.000000;278.250000;276.750000;90;0;6;0;0;0;mq;0;0;0;4.200000;mq;278.250000;mq;287.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;20161015070000;1554.000000;0;0.000000;273.650000;273.230000;97;0;7;6;3;0;8000;0;0;2;31.000000;mq;273.650000;mq;279.250000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20161015105000;1665.000000;270;2.000000;282.650000;277.040000;68;0;0;0;2;1;1250;5;0;2;mq;mq;mq;mq;mq;0.070000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20161015130000;790.000000;0;0.000000;283.650000;mq;mq;0;0;0;2;2;1250;2;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20161015062000;1385.000000;mq;mq;274.250000;270.130000;74;0;6;0;0;0;mq;0;0;0;10.000000;274.050000;mq;280.750000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20161015055800;1107.000000;mq;mq;277.150000;275.660000;90;0;6;0;0;0;mq;0;0;0;7.300000;276.650000;mq;283.050000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
