numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20151227064500;1018.000000;0;0.000000;268.950000;mq;mq;0;0;0;2;0;8000;0;0;2;0.000000;mq;267.350000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07889;20151227075000;1800.000000;0;0.000000;277.650000;262.750000;33;0;0;0;3;2;1750;0;3;2;0.000000;mq;275.650000;mq;283.150000;0.030000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07896;20151227073000;1416.000000;0;0.000000;271.050000;265.150000;64;0;0;0;1;0;8000;0;0;2;0.000000;mq;270.050000;mq;278.150000;0.170000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;8;5;mq;2;mq;
07590;20151227051000;1270.000000;0;0.000000;274.550000;263.320000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.950000;mq;284.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20151227064500;1970.000000;0;0.000000;275.150000;262.310000;38;0;0;0;1;1;3500;0;3;0;0.000000;mq;273.150000;mq;279.650000;0.180000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;5;mq;2;mq;
07900;20151227071500;2040.000000;180;3.000000;275.150000;261.970000;37;0;0;0;3;1;3500;0;3;2;0.000000;mq;273.950000;mq;278.050000;0.260000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;5;mq;2;200.000000;
07901;20151227070000;1870.000000;0;0.000000;278.850000;260.330000;25;0;0;0;2;1;2250;0;3;2;0.000000;mq;277.350000;mq;284.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;0.500000;0.000000;mq;0;0;0;mq;mq;
07912;20151227070000;1707.000000;0;0.000000;268.950000;263.740000;67;0;0;0;1;0;8000;0;0;2;0.000000;mq;268.750000;mq;274.750000;0.130000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20151227073000;1270.000000;0;0.000000;273.050000;261.660000;42;0;0;0;3;0;8000;0;0;2;0.000000;mq;272.650000;mq;287.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07965;20151227073700;1460.000000;220;2.000000;279.250000;262.530000;29;0;0;0;1;0;8000;0;0;2;0.000000;mq;278.250000;mq;287.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
