numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20161007080000;790.000000;0;0.000000;278.150000;mq;mq;0;0;0;8;8;450;6;/;/;0.100000;mq;274.650000;mq;282.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20161007054500;1018.000000;0;0.000000;276.650000;mq;mq;45;4;0;9;9;mq;/;/;/;0.000000;mq;272.650000;mq;285.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20161007060000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20161007071000;1570.000000;0;0.000000;275.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.150000;mq;282.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161007052000;1270.000000;0;0.000000;276.550000;275.970000;96;0;0;0;8;8;250;6;/;/;0.000000;mq;275.850000;mq;286.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20161007060000;636.000000;mq;mq;279.450000;279.300000;99;45;0;0;9;9;mq;/;/;/;0.000000;279.050000;mq;292.550000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20161007060000;1270.000000;0;0.000000;275.650000;272.890000;82;0;0;0;0;0;mq;0;0;0;0.100000;mq;275.650000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20161007061500;1080.000000;0;0.000000;278.650000;mq;mq;0;4;3;9;9;mq;/;/;/;0.100000;277.650000;mq;284.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20161007060000;1707.000000;0;0.000000;271.350000;270.080000;91;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.050000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20161007060000;1281.000000;0;0.000000;275.050000;273.430000;89;45;4;0;9;9;mq;/;/;/;0.000000;273.450000;mq;287.550000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20161007055700;1908.000000;0;0.000000;273.650000;270.430000;79;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.350000;mq;284.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20161007060000;1270.000000;0;0.000000;278.150000;275.500000;83;0;0;0;6;2;800;2;3;/;0.000000;mq;275.450000;mq;288.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20161007055000;680.000000;0;0.000000;277.750000;276.410000;91;0;6;0;0;0;mq;0;0;0;3.000000;mq;277.150000;mq;293.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20161007060000;1385.000000;330;2.000000;277.050000;269.540000;58;0;0;0;4;4;8000;0;0;2;mq;mq;276.450000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20161007055800;1107.000000;0;0.000000;278.250000;276.100000;86;0;6;0;4;1;2250;0;3;2;0.200000;mq;278.050000;mq;290.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20161007130000;790.000000;0;0.000000;280.150000;mq;mq;0;0;0;8;8;250;6;/;/;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161007114000;1270.000000;0;0.000000;284.650000;278.080000;64;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
