numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20151119064500;1018.000000;0;0.000000;274.350000;mq;mq;0;4;0;8;7;450;/;/;/;0.000000;mq;269.550000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151119060000;1270.000000;0;0.000000;280.150000;276.580000;78;0;6;0;4;4;1750;0;3;2;0.300000;mq;276.150000;mq;286.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151119073000;1080.000000;0;0.000000;273.650000;mq;mq;0;0;0;2;2;2250;0;3;0;0.200000;272.650000;mq;287.650000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151119073000;970.000000;40;3.000000;282.150000;mq;mq;0;0;4;3;3;800;5;0;0;0.000000;mq;278.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151119063000;790.000000;0;0.000000;279.150000;mq;mq;0;0;0;3;3;2250;0;3;0;0.000000;mq;275.750000;mq;284.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151119063000;1270.000000;90;2.000000;273.750000;268.520000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.550000;mq;282.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151119071500;1327.000000;0;0.000000;281.150000;280.240000;94;0;0;0;2;0;8000;0;0;2;0.000000;mq;280.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20151119070000;1385.000000;0;0.000000;280.650000;278.120000;84;0;0;0;0;0;mq;0;0;0;0.000000;mq;279.850000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151119070000;636.000000;0;0.000000;281.450000;281.300000;99;0;6;0;8;8;1750;6;/;/;0.500000;mq;276.950000;mq;291.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151119070000;1281.000000;0;0.000000;275.350000;272.930000;84;0;0;0;3;0;8000;0;0;2;0.000000;mq;272.350000;mq;285.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151119065000;1665.000000;90;2.000000;274.550000;259.240000;31;0;0;0;1;0;8000;0;0;2;0.000000;mq;274.550000;mq;288.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151119071300;1908.000000;0;0.000000;273.150000;258.010000;31;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.750000;mq;288.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20151119071500;1270.000000;0;0.000000;274.850000;263.300000;42;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.450000;mq;292.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151119065800;1115.000000;0;0.000000;280.550000;277.500000;81;0;0;0;1;1;1250;0;3;0;0.000000;mq;280.550000;mq;290.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151119065000;680.000000;0;0.000000;281.450000;279.740000;89;0;0;0;8;8;1750;5;/;/;0.000000;mq;277.550000;mq;291.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151119065500;1420.000000;0;0.000000;279.150000;275.960000;80;0;0;0;6;6;1750;0;3;/;0.000000;mq;278.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151119070000;1860.000000;0;0.000000;273.150000;263.700000;49;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151119105500;790.000000;0;0.000000;281.150000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151119120500;1270.000000;40;2.000000;281.950000;273.150000;54;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151119123000;1327.000000;0;0.000000;283.150000;281.590000;90;0;0;0;4;3;450;5;3;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
