numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07729;20151229070000;636.000000;0;0.000000;277.050000;273.920000;80;0;0;0;6;6;1250;5;0;0;0.000000;mq;271.150000;mq;288.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20151229080500;1860.000000;300;3.000000;272.150000;260.550000;41;0;0;0;6;4;3500;0;7;2;0.000000;mq;272.050000;mq;284.150000;0.250000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07903;20151229081500;1400.000000;220;5.000000;276.650000;270.900000;66;0;0;0;6;6;1750;0;1;2;0.000000;mq;275.150000;mq;284.350000;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07919;20151229074500;2130.000000;0;0.000000;276.050000;257.430000;24;0;0;0;1;0;8000;0;0;2;0.000000;mq;274.150000;mq;282.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07920;20151229080000;1720.000000;0;0.000000;275.650000;262.420000;37;0;0;0;6;2;1250;0;3;2;0.000000;mq;275.350000;mq;283.650000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151229070000;680.000000;0;0.000000;279.450000;274.580000;71;0;0;0;4;4;1750;5;0;0;0.000000;mq;277.250000;mq;293.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151229072000;1000.000000;0;0.000000;279.550000;273.870000;67;0;0;0;1;1;3500;0;3;0;0.000000;mq;279.550000;mq;290.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07972;20151229074000;1715.000000;270;2.000000;278.450000;273.420000;70;0;0;0;6;6;800;5;0;0;0.000000;mq;277.050000;mq;286.950000;0.190000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.120000;0.000000;mq;7;6;mq;mq;mq;
07974;20151229080000;1500.000000;0;0.000000;278.650000;270.320000;55;0;0;0;7;7;2250;0;7;/;0.000000;mq;276.750000;mq;287.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151229073900;1420.000000;0;0.000000;277.850000;272.650000;69;0;0;0;5;5;3500;0;3;0;0.000000;mq;277.850000;mq;286.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
