numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07582;20160103073000;1350.000000;0;0.000000;272.350000;265.340000;59;0;6;7;1;1;450;6;0;0;6.000000;mq;271.950000;mq;278.450000;0.020000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07891;20160103074000;1200.000000;0;0.000000;271.750000;271.050000;95;0;7;6;1;1;450;5;0;0;17.100000;mq;271.750000;mq;277.450000;0.130000;0.130000;-99;768.000000;3113.000000;mq;271.850000;mq;0;mq;0;mq;mq;mq;mq;2;0;0.000000;0.500000;0.250000;mq;1;1;mq;mq;mq;
07895;20160103064000;1970.000000;0;0.000000;267.350000;265.680000;88;0;7;4;6;6;1250;0;3;0;14.400000;mq;266.750000;mq;273.150000;0.400000;0.200000;-99;768.000000;3120.000000;mq;269.650000;mq;0;9;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;1;mq;0;80.000000;
07912;20160103070000;1707.000000;0;0.000000;265.450000;264.520000;93;0;7;0;7;7;800;5;3;0;4.800000;mq;264.650000;mq;274.050000;0.210000;0.080000;-99;768.000000;3108.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07959;20160103075000;1860.000000;0;0.000000;mq;mq;mq;0;7;0;7;2;3500;0;1;7;0.300000;mq;mq;mq;mq;0.150000;0.010000;-99;768.000000;3101.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;1;270;15.000000;mq;0.020000;mq;1;7;mq;2;mq;
07856;20160103063000;1620.000000;0;0.000000;270.050000;266.760000;78;0;7;0;6;6;150;5;3;/;16.000000;mq;269.750000;mq;274.850000;0.300000;0.200000;-99;768.000000;3120.000000;mq;271.250000;mq;0;mq;0;mq;mq;mq;mq;3;40;5.000000;0.780000;0.200000;mq;1;2;mq;0;90.000000;
07889;20160103075000;1800.000000;0;0.000000;266.150000;261.240000;68;0;7;0;0;0;mq;0;0;0;12.500000;mq;266.150000;mq;273.650000;0.230000;0.170000;-99;768.000000;3117.000000;mq;268.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07913;20160103080000;2320.000000;180;2.000000;263.450000;260.800000;81;0;7;0;0;0;mq;0;0;0;5.000000;mq;261.450000;mq;273.250000;0.250000;0.050000;-99;768.000000;3105.000000;mq;271.050000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;1;100.000000;
07917;20160103080000;1281.000000;0;0.000000;271.450000;269.420000;86;0;7;6;3;0;8000;0;0;2;6.700000;mq;271.450000;mq;277.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07926;20160103081000;2185.000000;0;0.000000;265.450000;261.620000;74;0;7;3;0;0;mq;0;0;0;2.900000;mq;265.450000;mq;273.150000;0.200000;0.030000;-99;768.000000;3103.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;9;mq;mq;mq;
