numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07488;20160310085500;1260.000000;0;0.000000;269.150000;267.900000;91;0;0;7;0;0;mq;0;0;0;0.600000;mq;mq;mq;mq;0.800000;0.010000;-99;768.000000;3101.000000;mq;268.450000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.300000;0.010000;mq;2;3;mq;1;170.000000;
07811;20160310083000;2350.000000;0;0.000000;266.850000;259.500000;56;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.550000;mq;273.350000;1.420000;0.000000;-99;768.000000;3100.000000;mq;260.650000;mq;0;0;0;mq;mq;mq;mq;2;40;5.000000;mq;mq;mq;3;4;mq;1;150.000000;
07863;20160310082000;2000.000000;0;0.000000;266.850000;261.540000;66;0;0;0;3;3;1250;0;3;0;0.000000;mq;261.450000;mq;270.950000;2.170000;0.000000;-99;768.000000;3100.000000;mq;265.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;8;2;mq;2;mq;
07871;20160310083000;1150.000000;0;0.000000;270.050000;267.890000;85;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;276.750000;0.550000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;1.900000;0.000000;mq;8;3;mq;1;100.000000;
07886;20160310083000;1720.000000;360;4.000000;268.550000;262.770000;64;0;7;0;1;1;250;2;0;0;0.200000;mq;265.550000;mq;271.650000;2.050000;0.050000;-99;768.000000;3105.000000;mq;266.250000;mq;0;4;0;mq;mq;mq;mq;3;360;5.000000;2.570000;0.050000;mq;3;3;mq;1;mq;
07916;20160310084000;1620.000000;270;2.000000;270.750000;261.230000;48;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.250000;mq;275.850000;0.850000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;1;150.000000;
07918;20160310081000;2284.000000;0;0.000000;262.850000;257.150000;63;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.850000;mq;271.750000;1.800000;0.000000;-99;768.000000;3100.000000;mq;263.050000;mq;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07929;20160310084500;1855.000000;360;2.000000;270.050000;261.580000;52;0;0;0;1;1;800;2;0;0;0.000000;mq;256.950000;mq;271.950000;0.970000;0.000000;-99;768.000000;3100.000000;mq;265.950000;mq;0;0;0;mq;mq;mq;mq;3;360;10.000000;mq;mq;mq;3;3;mq;mq;mq;
07955;20160310075500;1840.000000;0;0.000000;mq;mq;mq;0;7;3;7;7;450;5;/;/;19.200000;mq;mq;mq;mq;1.300000;0.350000;-99;768.000000;3135.000000;mq;267.850000;mq;0;3;0;mq;mq;mq;mq;3;40;10.000000;mq;mq;mq;1;9;mq;0;110.000000;
07965;20160310080900;1460.000000;310;1.000000;271.750000;265.820000;64;0;7;7;4;4;1250;0;3;0;mq;mq;267.350000;mq;275.850000;0.450000;0.350000;-99;768.000000;3135.000000;mq;269.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
07499;20160310080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.090000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07599;20160310070000;1240.000000;360;2.000000;268.850000;266.550000;84;0;0;0;1;1;250;6;0;0;0.000000;mq;266.350000;mq;277.750000;0.160000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;6;mq;mq;mq;
07815;20160310074500;2350.000000;0;0.000000;262.450000;257.510000;67;0;0;0;1;1;800;0;3;0;0.000000;mq;259.350000;mq;270.850000;1.750000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;2;mq;
07856;20160310063000;1620.000000;0;0.000000;264.450000;256.810000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.550000;mq;276.050000;1.650000;0.000000;-99;768.000000;3100.000000;mq;269.450000;mq;0;mq;0;mq;mq;mq;mq;3;130;2.000000;3.950000;0.000000;mq;2;3;mq;2;mq;
07876;20160310063000;1270.000000;0;0.000000;268.750000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;1.100000;0.000000;-99;768.000000;3100.000000;mq;265.950000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;2;mq;mq;mq;
07884;20160310073000;1400.000000;0;0.000000;271.150000;267.310000;75;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;275.650000;1.660000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07889;20160310073500;1800.000000;0;0.000000;264.650000;257.860000;58;0;0;0;1;1;1250;0;3;0;0.000000;mq;263.650000;mq;272.650000;0.900000;0.000000;-99;768.000000;3100.000000;mq;265.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07892;20160310071500;1700.000000;0;0.000000;263.150000;261.250000;86;0;0;0;0;0;mq;0;0;0;0.000000;mq;257.150000;mq;273.150000;1.190000;0.000000;-99;768.000000;3100.000000;mq;263.450000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;120.000000;
07893;20160310073000;1780.000000;0;0.000000;265.150000;262.310000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.850000;mq;273.650000;1.630000;0.000000;-99;768.000000;3100.000000;mq;265.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;1;70.000000;
07895;20160310064500;1970.000000;0;0.000000;264.150000;259.320000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.650000;mq;271.750000;1.730000;0.000000;-99;768.000000;3100.000000;mq;263.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;1;100.000000;
07896;20160310073000;1416.000000;0;0.000000;265.650000;264.290000;90;0;0;0;1;1;1250;2;0;0;0.000000;mq;260.050000;mq;277.150000;1.070000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;5;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;2;7;mq;1;160.000000;
07897;20160310072500;1870.000000;0;0.000000;267.150000;mq;mq;0;3;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;2.200000;0.000000;-99;768.000000;3100.000000;mq;261.150000;mq;0;0;2;mq;mq;mq;mq;3;180;2.000000;mq;mq;mq;1;8;mq;1;100.000000;
07898;20160310071500;1080.000000;0;0.000000;269.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.650000;mq;277.650000;0.640000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07900;20160310070000;2040.000000;0;0.000000;262.450000;257.150000;65;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.650000;mq;271.750000;2.030000;0.000000;-99;768.000000;3100.000000;mq;257.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;1;90.000000;
07901;20160310070000;1870.000000;0;0.000000;267.450000;260.500000;58;0;3;0;1;1;1250;2;0;0;0.000000;mq;264.050000;mq;270.850000;2.300000;0.000000;-99;768.000000;3100.000000;mq;261.550000;mq;0;0;0;mq;mq;mq;mq;2;40;5.000000;3.200000;0.000000;mq;3;3;mq;2;mq;
07904;20160310070000;2080.000000;0;0.000000;261.150000;253.940000;55;0;3;0;0;0;mq;0;0;0;0.000000;mq;258.150000;mq;268.450000;1.520000;0.000000;-99;768.000000;3100.000000;mq;261.550000;mq;0;0;3;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07908;20160310061500;1970.000000;0;0.000000;264.250000;255.710000;50;mq;mq;mq;0;0;mq;0;0;0;0.000000;mq;259.550000;mq;270.750000;2.340000;0.000000;-99;768.000000;3100.000000;mq;265.350000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;8;2;mq;mq;mq;
07912;20160310070000;1707.000000;0;0.000000;259.750000;257.040000;80;0;0;0;2;1;1250;0;3;2;0.000000;mq;255.650000;mq;272.750000;1.140000;0.000000;-99;768.000000;3100.000000;mq;258.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07458;20160310080000;1152.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.470000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20160310064500;1018.000000;0;0.000000;263.650000;mq;mq;0;0;0;1;1;80;6;0;0;0.000000;mq;255.350000;mq;277.150000;0.270000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20160310071500;1850.000000;130;7.000000;259.350000;255.880000;75;0;0;0;1;0;8000;0;0;2;0.000000;mq;255.550000;mq;272.650000;1.610000;0.000000;-99;768.000000;3100.000000;mq;260.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07580;20160310070000;1260.000000;0;0.000000;267.350000;266.400000;93;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.150000;mq;274.850000;0.650000;0.000000;-99;768.000000;3100.000000;mq;269.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;9;mq;0;120.000000;
07590;20160310065500;1270.000000;0;0.000000;266.350000;260.680000;64;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.650000;mq;280.950000;0.150000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20160310074000;1747.000000;0;0.000000;269.050000;265.110000;74;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.650000;mq;272.650000;1.860000;0.000000;-99;768.000000;3100.000000;mq;265.850000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.900000;0.000000;mq;3;4;mq;1;mq;
