numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07393;20151221074000;2196.000000;90;5.000000;273.550000;270.500000;80;45;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;mq;mq;mq;mq;mq;mq;1;180;5.000000;0.150000;0.000000;mq;1;2;mq;mq;mq;
07498;20151221070000;1850.000000;110;1.000000;272.950000;271.200000;88;0;0;0;6;1;800;5;3;0;0.000000;mq;272.150000;mq;280.350000;0.300000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07875;20151221072700;1860.000000;270;2.000000;276.250000;271.880000;73;0;0;0;8;8;1250;0;7;/;0.000000;mq;274.050000;mq;280.750000;0.270000;0.000000;-99;768.000000;3100.000000;mq;272.250000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07881;20151221073000;2590.000000;220;4.000000;272.350000;260.420000;40;86;0;0;7;7;450;0;7;0;0.100000;mq;272.350000;mq;279.550000;0.470000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;220;6.000000;mq;mq;mq;1;4;mq;mq;mq;
07888;20151221073000;1800.000000;0;0.000000;275.350000;272.930000;84;0;0;0;6;5;800;5;3;9;0.000000;mq;274.650000;mq;286.550000;0.050000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;1;mq;
07889;20151221074500;1800.000000;0;0.000000;274.650000;267.500000;59;16;0;0;7;7;1250;2;3;2;0.000000;mq;273.150000;mq;284.150000;0.080000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07891;20151221070000;1200.000000;0;0.000000;277.150000;273.840000;79;0;0;0;6;2;1750;5;7;/;0.000000;mq;275.650000;mq;287.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07894;20151221073000;1350.000000;0;0.000000;277.150000;274.530000;83;0;0;0;7;7;1250;0;7;/;0.000000;mq;273.550000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07895;20151221064500;1970.000000;0;0.000000;273.650000;273.090000;96;0;0;0;8;7;1250;0;3;2;0.000000;mq;273.150000;mq;281.150000;0.180000;0.000000;-99;768.000000;3100.000000;mq;272.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;2;mq;
07896;20151221073000;1416.000000;0;0.000000;274.950000;273.490000;90;0;0;0;5;5;3500;0;7;/;0.000000;mq;272.150000;mq;279.550000;0.180000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;1;270;1.000000;mq;mq;mq;8;5;mq;2;mq;
07900;20151221071500;2040.000000;180;15.000000;273.150000;270.930000;85;0;0;0;7;1;800;5;1;2;0.000000;mq;272.750000;mq;280.950000;0.260000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;2;mq;
07901;20151221070000;1870.000000;0;0.000000;273.850000;272.250000;89;0;0;0;7;6;1250;2;3;/;0.000000;mq;273.850000;mq;283.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;0.450000;0.000000;mq;0;0;0;mq;mq;
07904;20151221070000;2080.000000;0;0.000000;271.450000;270.320000;92;0;0;0;7;1;450;6;3;/;0.000000;mq;270.150000;mq;281.150000;0.290000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;6;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07912;20151221070000;1707.000000;0;0.000000;270.750000;269.190000;89;0;0;0;4;4;250;6;3;0;0.000000;mq;268.750000;mq;275.650000;0.130000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20151221075000;1747.000000;130;8.000000;276.650000;274.200000;84;60;6;0;8;8;450;5;/;/;0.100000;mq;276.650000;mq;285.650000;0.130000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;1;130;15.000000;0.400000;0.000000;mq;7;6;mq;2;mq;
07457;20151221062500;790.000000;0;0.000000;279.650000;mq;mq;61;6;0;8;8;1750;0;3;/;0.500000;275.750000;mq;279.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20151221064500;1018.000000;0;0.000000;278.650000;mq;mq;0;0;0;7;1;800;5;3;/;0.000000;mq;270.150000;mq;283.650000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20151221070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.030000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151221071000;1270.000000;0;0.000000;275.750000;273.650000;86;0;0;0;7;3;1750;5;3;0;0.000000;mq;273.850000;mq;280.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151221071500;1327.000000;0;0.000000;276.150000;274.670000;90;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;2;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151221070000;636.000000;0;0.000000;274.650000;274.650000;100;0;0;0;8;8;1250;5;/;/;0.000000;mq;272.450000;mq;289.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20151221060000;1620.000000;220;7.000000;278.150000;269.610000;54;60;0;0;8;8;450;5;/;/;0.100000;mq;275.650000;mq;283.350000;0.150000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;1;220;13.000000;0.500000;0.000000;mq;6;6;mq;2;mq;
07876;20151221070000;1270.000000;0;0.000000;277.550000;mq;mq;61;6;0;8;8;1250;0;3;/;0.100000;mq;mq;mq;mq;0.100000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07898;20151221071500;1080.000000;0;0.000000;277.150000;mq;mq;0;6;0;8;7;1250;0;2;/;0.100000;272.650000;mq;286.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07908;20151221073000;1970.000000;0;0.000000;276.150000;273.040000;80;0;6;0;7;7;250;0;2;/;0.400000;mq;273.150000;mq;281.750000;0.250000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;2;mq;mq;mq;mq;mq;2;220;18.000000;mq;mq;mq;6;4;mq;mq;mq;
07931;20151221065000;1665.000000;90;2.000000;273.950000;269.840000;74;0;0;0;7;5;800;5;0;2;0.000000;mq;272.950000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20151221073000;1270.000000;0;0.000000;274.550000;270.780000;76;0;0;0;8;6;450;2;7;/;0.000000;mq;273.350000;mq;286.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151221065500;680.000000;0;0.000000;273.850000;273.430000;97;0;0;0;4;4;1750;5;0;0;0.000000;mq;273.250000;mq;288.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07965;20151221075000;1460.000000;0;0.000000;276.250000;274.460000;88;0;0;0;7;7;450;5;/;/;0.000000;mq;274.450000;mq;288.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07966;20151221065500;1000.000000;0;0.000000;279.550000;275.060000;73;0;0;0;7;7;1250;5;/;/;0.000000;mq;278.450000;mq;290.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07582;20151221073000;1350.000000;0;0.000000;279.050000;271.880000;60;0;0;0;8;8;1250;0;3;/;0.000000;mq;278.350000;mq;282.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07589;20151221063000;1570.000000;0;0.000000;277.650000;mq;mq;0;0;0;6;6;3500;0;7;0;0.000000;mq;277.150000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;6;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07818;20151221070000;1250.000000;0;0.000000;279.150000;275.240000;76;0;0;0;8;8;450;5;/;/;0.000000;mq;279.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151221071700;1860.000000;0;0.000000;271.250000;269.530000;88;0;0;0;6;1;1250;0;3;2;0.000000;mq;271.250000;mq;276.550000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07891;20151221082000;1200.000000;0;0.000000;279.650000;277.970000;89;60;6;6;7;7;800;0;2;/;0.100000;mq;277.950000;mq;282.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;1;90;2.000000;0.300000;0.000000;mq;0;0;0;mq;mq;
07897;20151221080000;1870.000000;0;0.000000;273.450000;mq;mq;0;0;0;8;8;450;6;/;/;mq;mq;mq;mq;mq;0.250000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07913;20151221074500;2320.000000;0;0.000000;270.850000;268.830000;86;0;0;0;7;7;800;0;7;0;0.000000;mq;270.350000;mq;279.250000;0.240000;0.000000;-99;768.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;4;mq;2;mq;
07918;20151221075500;2284.000000;0;0.000000;272.050000;268.870000;79;0;0;0;6;4;1250;5;7;2;0.000000;mq;271.450000;mq;279.850000;0.300000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07919;20151221080500;2130.000000;0;0.000000;273.150000;271.710000;90;45;4;0;9;9;mq;/;/;/;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07920;20151221082500;1720.000000;0;0.000000;276.250000;272.790000;78;0;0;0;8;8;1250;0;2;/;0.000000;mq;275.150000;mq;284.150000;0.050000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;1;130;6.000000;0.300000;0.000000;mq;7;6;mq;2;mq;
07941;20151221074400;1630.000000;0;0.000000;273.550000;271.950000;89;0;0;0;7;2;2250;0;4;2;0.000000;mq;272.550000;mq;280.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07958;20151221080000;1510.000000;310;2.000000;277.250000;276.070000;92;0;0;0;8;6;80;5;3;/;0.000000;mq;274.950000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07961;20151221080600;1745.000000;220;2.000000;275.150000;273.060000;86;0;0;0;8;8;450;5;/;/;0.000000;mq;275.150000;mq;283.950000;0.150000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07980;20151221081500;2127.000000;270;2.000000;277.150000;268.680000;54;0;0;0;1;0;8000;0;0;2;0.000000;mq;275.850000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151221083000;970.000000;180;3.000000;283.150000;mq;mq;60;6;0;8;8;3500;0;2;/;0.100000;mq;277.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07907;20151221075500;1585.000000;0;0.000000;276.150000;mq;mq;0;0;0;8;4;800;5;2;/;0.000000;mq;270.150000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07952;20151221080000;1840.000000;0;0.000000;278.150000;mq;mq;0;4;0;8;8;450;5;/;/;0.000000;mq;mq;mq;mq;0.280000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;6;6;mq;2;mq;
07964;20151221084000;2020.000000;0;0.000000;272.350000;272.210000;99;0;4;0;7;7;30;6;/;/;0.000000;mq;271.450000;mq;283.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;1;390.000000;
07902;20151221080000;2000.000000;0;0.000000;275.050000;273.270000;88;0;6;0;8;8;800;0;3;/;0.100000;mq;273.250000;mq;282.050000;0.400000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;1;220;4.000000;mq;mq;mq;7;3;mq;2;mq;
07974;20151221070000;1500.000000;0;0.000000;276.350000;274.550000;88;0;0;0;7;7;450;6;/;/;0.000000;mq;274.450000;mq;285.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07566;20151221084500;1795.000000;0;0.000000;271.850000;271.570000;98;0;0;0;5;3;2250;0;7;0;0.000000;mq;270.150000;mq;277.150000;0.180000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;5;mq;1;160.000000;
07696;20151221085900;1850.000000;310;2.000000;275.150000;271.540000;77;0;0;0;6;4;800;0;3;2;0.000000;mq;272.750000;mq;282.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07470;20151221084500;1850.000000;180;2.000000;275.150000;mq;mq;60;6;4;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.140000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;mq;0.650000;0.010000;mq;0;0;0;mq;mq;
07595;20151221085900;1915.000000;0;0.000000;275.850000;273.420000;84;0;0;0;7;7;450;5;/;/;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07858;20151221084500;1765.000000;0;0.000000;275.250000;274.240000;93;61;6;6;8;8;150;6;/;/;6.000000;mq;274.950000;mq;282.650000;0.400000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;270;7.000000;0.580000;0.010000;mq;6;6;mq;2;mq;
07863;20151221080000;2000.000000;0;0.000000;274.950000;271.170000;76;0;0;0;6;6;30;6;7;0;0.000000;mq;273.250000;mq;281.250000;0.200000;0.000000;-99;768.000000;3100.000000;mq;270.850000;mq;0;6;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;5;mq;mq;mq;
07936;20151221084000;2020.000000;0;0.000000;273.450000;271.700000;88;44;0;0;7;7;80;5;/;/;0.000000;mq;272.850000;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
