numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07589;20160206082000;1570.000000;180;5.000000;278.150000;mq;mq;0;0;0;4;2;3500;0;3;2;0.000000;mq;273.150000;mq;281.150000;0.180000;0.000000;-99;768.000000;3100.000000;mq;272.550000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;1;mq;2;mq;
07725;20160206072000;1456.000000;270;7.000000;280.150000;260.930000;24;0;0;0;5;0;8000;0;0;9;0.000000;mq;276.050000;mq;286.650000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07887;20160206084500;1500.000000;180;2.000000;276.850000;265.720000;44;0;0;0;2;0;8000;0;0;2;0.000000;mq;271.050000;mq;277.450000;1.000000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;3;220;6.000000;1.600000;0.000000;mq;8;3;mq;1;200.000000;
07921;20160206084600;1680.000000;0;0.000000;275.550000;263.310000;40;0;0;0;6;2;3500;0;4;2;0.000000;mq;271.850000;mq;280.250000;0.420000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;0.000000;mq;7;4;mq;mq;mq;
07943;20160206083000;1650.000000;180;10.000000;279.850000;259.600000;22;36;0;0;1;0;8000;0;0;2;0.000000;mq;272.250000;mq;286.850000;0.070000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;7;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;280.000000;
07949;20160206082500;1870.000000;220;2.000000;277.350000;mq;mq;0;0;0;1;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.400000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;2;mq;
07950;20160206083000;1600.000000;180;9.000000;281.750000;261.210000;22;0;0;0;1;0;8000;0;0;2;0.000000;mq;277.450000;mq;284.850000;0.020000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;7;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;mq;0;0.000000;
07952;20160206082000;1840.000000;180;10.000000;276.950000;mq;mq;36;0;0;1;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.650000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;0;3;mq;mq;mq;mq;2;180;15.000000;mq;mq;mq;9;3;mq;1;240.000000;
07954;20160206065800;1107.000000;90;3.000000;278.350000;264.120000;35;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.850000;mq;291.250000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07964;20160206084500;2020.000000;220;7.000000;275.150000;258.080000;27;0;0;0;2;2;1250;0;7;2;0.000000;mq;274.250000;mq;279.750000;0.520000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07965;20160206084000;1460.000000;220;2.000000;282.450000;262.360000;23;0;0;0;2;2;3500;0;4;0;0.000000;mq;275.850000;mq;288.350000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;3;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07968;20160206082600;1569.000000;220;7.000000;281.350000;271.270000;49;0;0;0;1;1;2250;0;1;2;0.000000;mq;276.550000;mq;285.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;8;mq;mq;mq;mq;1;220;4.000000;0.620000;0.000000;mq;0;0;0;mq;mq;
07969;20160206081500;1763.000000;220;2.000000;278.450000;258.960000;23;0;0;0;2;2;3500;0;4;0;0.000000;mq;277.950000;mq;286.150000;0.150000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;7;mq;mq;mq;mq;1;mq;mq;0.600000;0.000000;mq;3;6;mq;2;mq;
07889;20160206074500;1800.000000;180;5.000000;276.650000;264.620000;41;0;0;0;4;2;2250;0;1;2;0.000000;mq;270.150000;mq;278.150000;0.470000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07892;20160206073000;1700.000000;0;0.000000;268.850000;266.550000;84;0;0;0;6;1;3500;0;3;2;0.000000;mq;268.150000;mq;275.650000;0.760000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;1;100.000000;
07912;20160206070000;1707.000000;60;1.000000;267.950000;263.870000;73;0;0;0;3;3;1250;0;3;0;0.000000;mq;266.750000;mq;276.150000;0.690000;0.000000;-99;768.000000;3100.000000;mq;265.650000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;6;mq;mq;mq;
07913;20160206080000;2320.000000;130;7.000000;271.950000;259.430000;38;0;0;0;4;3;1750;0;3;9;0.000000;mq;265.050000;mq;281.050000;1.150000;0.000000;-99;768.000000;3100.000000;mq;267.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07393;20160206074000;2196.000000;90;3.000000;274.150000;mq;mq;0;0;0;5;4;2250;5;4;9;mq;mq;mq;mq;mq;2.100000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;1;mq;mq;mq;mq;3;90;5.000000;1.370000;0.000000;mq;3;2;mq;mq;mq;
07870;20160206080000;1650.000000;130;2.000000;279.350000;266.070000;38;0;0;0;2;2;3500;0;4;2;0.000000;mq;270.550000;mq;281.450000;0.300000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;2;mq;2;mq;
07881;20160206080000;2590.000000;180;11.000000;271.650000;257.810000;34;36;3;3;4;2;2250;0;4;7;0.000000;mq;268.750000;mq;275.950000;1.570000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;0;0;3;mq;mq;mq;mq;3;180;15.000000;mq;mq;mq;3;3;mq;2;mq;
07900;20160206070000;2040.000000;180;4.000000;272.650000;264.000000;52;0;0;0;8;8;3500;0;1;/;0.000000;mq;267.750000;mq;275.150000;1.380000;0.000000;-99;768.000000;3100.000000;mq;266.950000;mq;0;0;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;1;70.000000;
07939;20160206072000;1860.000000;0;0.000000;269.150000;264.120000;68;0;0;0;8;4;1750;0;1;7;0.000000;mq;269.150000;mq;283.650000;0.370000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;
07942;20160206080000;1910.000000;0;0.000000;270.250000;266.090000;73;0;0;0;6;0;8000;0;0;2;0.000000;mq;270.250000;mq;281.550000;0.130000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;6;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;6;6;mq;2;mq;
07715;20160206082000;2125.000000;0;0.000000;274.850000;264.460000;46;0;0;0;4;2;3500;0;3;7;0.000000;mq;273.750000;mq;281.950000;0.400000;0.000000;-99;768.000000;3100.000000;mq;269.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07729;20160206070000;636.000000;0;0.000000;270.450000;269.900000;96;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.950000;mq;291.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07872;20160206081500;1355.000000;0;0.000000;276.150000;261.040000;32;0;0;0;5;0;8000;0;0;2;0.000000;mq;273.450000;mq;280.050000;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;2;mq;2;mq;
07877;20160206082000;1645.000000;130;1.000000;273.250000;263.260000;47;0;0;0;3;0;8000;0;0;2;0.000000;mq;269.350000;mq;278.950000;0.500000;0.000000;-99;768.000000;3100.000000;mq;270.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;3;mq;2;mq;
07902;20160206075500;2000.000000;180;2.000000;275.550000;264.530000;44;0;0;0;4;0;2250;0;0;2;0.000000;mq;271.850000;mq;278.950000;1.260000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;1;7;mq;mq;mq;mq;3;180;20.000000;mq;mq;mq;3;3;mq;2;mq;
07908;20160206063000;1970.000000;0;0.000000;276.750000;264.710000;41;0;0;0;2;2;2250;0;3;2;0.000000;mq;274.350000;mq;276.850000;1.600000;0.000000;-99;768.000000;3100.000000;mq;271.150000;mq;0;0;0;mq;mq;mq;mq;3;220;10.000000;mq;mq;mq;2;2;mq;mq;mq;
07926;20160206081500;2185.000000;220;7.000000;272.850000;264.660000;54;0;0;0;6;3;3500;0;3;2;0.000000;mq;272.850000;mq;279.450000;0.670000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;4;mq;2;mq;
07928;20160206081500;1550.000000;270;2.000000;277.650000;267.030000;46;0;0;0;4;0;8000;0;0;2;0.000000;mq;273.150000;mq;279.750000;0.790000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;3;270;6.000000;0.900000;0.000000;mq;3;9;mq;1;160.000000;
