numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07589;20160305081500;1570.000000;0;0.000000;270.650000;mq;mq;71;7;0;8;8;250;6;/;/;15.300000;mq;270.150000;mq;275.650000;0.670000;0.200000;-99;768.000000;3120.000000;mq;272.450000;mq;0;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;0;mq;
07923;20160305081200;1895.000000;0;0.000000;269.950000;268.840000;92;75;7;7;9;9;mq;/;/;/;mq;mq;269.650000;mq;274.050000;0.700000;0.430000;-99;768.000000;3143.000000;mq;270.350000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;90.000000;
07943;20160305085000;1650.000000;310;6.000000;269.650000;269.240000;97;71;7;9;9;9;mq;/;/;/;20.000000;mq;267.850000;mq;276.350000;1.250000;0.120000;-99;768.000000;3112.000000;mq;272.750000;mq;0;mq;4;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;9;mq;0;160.000000;
07608;20160305071500;1327.000000;310;2.000000;270.850000;270.580000;98;73;7;6;9;9;mq;/;/;/;15.200000;mq;269.850000;mq;277.850000;0.650000;0.200000;-99;768.000000;3120.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07908;20160305061500;1970.000000;0;0.000000;266.950000;263.740000;78;71;7;0;9;9;mq;/;/;/;7.500000;mq;265.850000;mq;271.550000;2.400000;0.150000;-99;768.000000;3115.000000;mq;268.450000;mq;0;mq;mq;mq;mq;mq;mq;3;270;10.000000;mq;mq;mq;1;1;mq;mq;mq;
07924;20160305080000;2070.000000;0;0.000000;267.550000;265.880000;88;73;7;7;9;9;mq;/;/;/;mq;mq;267.550000;mq;272.650000;1.310000;0.470000;-99;768.000000;3147.000000;mq;268.550000;mq;0;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;90.000000;
07881;20160305080000;2590.000000;0;0.000000;265.350000;261.530000;74;73;7;3;9;9;mq;/;/;/;7.900000;mq;264.450000;mq;270.250000;1.920000;0.150000;-99;768.000000;3115.000000;mq;267.650000;mq;0;mq;1;mq;mq;mq;mq;4;270;5.000000;mq;mq;mq;1;1;mq;0;80.000000;
07454;20160305082000;1535.000000;mq;mq;mq;mq;mq;71;7;3;mq;mq;mq;/;/;/;29.000000;mq;mq;mq;mq;1.180000;0.290000;-99;768.000000;3129.000000;mq;272.650000;mq;0;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07856;20160305080000;1620.000000;0;0.000000;270.550000;268.060000;83;73;7;7;8;8;80;6;/;/;24.500000;mq;267.150000;mq;274.750000;1.650000;0.280000;-99;768.000000;3128.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;4;130;6.000000;3.600000;0.400000;mq;1;1;mq;0;100.000000;
07877;20160305080500;1645.000000;0;0.000000;269.550000;268.870000;95;71;7;6;9;9;mq;/;/;/;25.900000;mq;269.350000;mq;275.150000;1.300000;0.350000;-99;768.000000;3135.000000;mq;271.350000;mq;0;mq;1;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;2;mq;0;77.000000;
07484;20160305064500;1018.000000;0;0.000000;273.750000;mq;mq;73;7;0;8;8;30;6;/;/;29.900000;mq;265.350000;mq;278.350000;0.280000;0.160000;-99;768.000000;3116.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20160305080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.150000;0.110000;-99;768.000000;3111.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07580;20160305063000;1260.000000;0;0.000000;271.950000;271.810000;99;73;7;6;8;8;30;0;2;/;34.000000;mq;266.450000;mq;273.950000;0.560000;0.250000;-99;768.000000;3125.000000;mq;271.950000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;2;mq;0;80.000000;
07590;20160305065000;1270.000000;0;0.000000;272.850000;272.430000;97;70;7;6;8;8;250;5;/;/;21.800000;mq;267.850000;mq;275.650000;0.190000;0.110000;-99;768.000000;3111.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07599;20160305071500;1240.000000;0;0.000000;273.050000;271.760000;91;75;7;6;8;8;30;0;2;/;38.700000;mq;269.850000;mq;274.950000;0.240000;0.200000;-99;768.000000;3120.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07818;20160305070000;1250.000000;0;0.000000;272.150000;mq;mq;70;6;0;8;8;30;5;/;/;20.100000;mq;268.150000;mq;278.150000;0.400000;0.280000;-99;768.000000;3128.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20160305061500;1270.000000;0;0.000000;272.950000;mq;mq;73;7;7;8;8;250;5;/;/;28.500000;mq;mq;mq;mq;0.900000;0.220000;-99;768.000000;3122.000000;mq;272.650000;mq;0;0;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07898;20160305073000;1080.000000;0;0.000000;272.850000;mq;mq;71;7;0;9;9;mq;/;/;/;15.500000;mq;267.650000;mq;274.650000;0.760000;0.140000;-99;768.000000;3114.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;6;mq;0;mq;
07931;20160305064000;1665.000000;40;2.000000;269.750000;267.750000;86;70;7;0;8;8;80;5;/;/;21.200000;mq;264.750000;mq;276.750000;0.600000;0.300000;-99;768.000000;3130.000000;mq;272.850000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07933;20160305070700;1908.000000;0;0.000000;270.350000;268.340000;86;70;7;0;9;9;mq;/;/;/;25.300000;mq;264.650000;mq;277.450000;1.130000;0.350000;-99;768.000000;3135.000000;mq;271.350000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07815;20160305073000;2350.000000;0;0.000000;266.350000;264.840000;89;73;7;3;9;9;mq;/;/;/;7.600000;mq;265.850000;mq;275.250000;1.900000;0.100000;-99;768.000000;3110.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;40.000000;
07863;20160305070500;2000.000000;0;0.000000;267.650000;267.110000;96;73;7;4;9;9;mq;/;/;/;14.000000;mq;265.450000;mq;273.550000;2.100000;0.200000;-99;768.000000;3120.000000;mq;267.950000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;80.000000;
07884;20160305073000;1400.000000;0;0.000000;272.150000;272.010000;99;73;7;6;9;9;mq;/;/;/;34.500000;mq;271.150000;mq;275.150000;1.680000;0.380000;-99;768.000000;3138.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;100.000000;
07887;20160305081000;1500.000000;0;0.000000;270.650000;270.100000;96;73;7;7;9;9;mq;/;/;/;30.300000;mq;266.750000;mq;274.650000;1.900000;0.320000;-99;768.000000;3132.000000;mq;271.150000;mq;0;mq;0;mq;mq;mq;mq;4;0;0.000000;2.500000;0.300000;mq;1;2;mq;0;110.000000;
07895;20160305064500;1970.000000;0;0.000000;267.950000;267.950000;100;71;7;0;9;9;mq;/;/;/;9.200000;mq;261.650000;mq;274.650000;1.800000;0.150000;-99;768.000000;3115.000000;mq;269.450000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;50.000000;
07897;20160305081000;1870.000000;0;0.000000;270.550000;mq;mq;73;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;2.250000;0.170000;-99;768.000000;3117.000000;mq;270.650000;mq;0;mq;mq;mq;mq;mq;mq;4;130;2.000000;mq;mq;mq;1;1;mq;0;82.000000;
07901;20160305070000;1870.000000;40;2.000000;268.950000;268.130000;94;71;7;3;9;9;mq;/;/;/;2.700000;mq;263.350000;mq;274.550000;2.400000;0.070000;-99;768.000000;3107.000000;mq;269.650000;mq;0;mq;mq;mq;mq;mq;mq;4;40;7.000000;mq;mq;mq;1;9;mq;1;110.000000;
07912;20160305070000;1707.000000;0;0.000000;268.650000;267.690000;93;73;7;0;8;8;80;5;/;/;9.800000;mq;260.550000;mq;277.550000;1.250000;0.140000;-99;768.000000;3114.000000;mq;267.850000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
