numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20161010054500;1018.000000;0;0.000000;269.150000;mq;mq;0;0;0;1;1;80;6;0;0;0.000000;mq;266.950000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20161010072000;1570.000000;0;0.000000;272.150000;271.450000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.650000;mq;282.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20161010060000;636.000000;0;0.000000;278.550000;278.260000;98;45;4;0;9;mq;mq;/;/;/;0.000000;mq;278.550000;mq;286.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20161010055000;680.000000;0;0.000000;278.050000;276.550000;90;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.050000;mq;287.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20161010080000;790.000000;0;0.000000;271.550000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.150000;mq;283.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161010054500;1270.000000;0;0.000000;274.450000;273.880000;96;0;0;0;8;8;450;6;/;/;0.000000;mq;274.050000;mq;283.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20161010080000;1270.000000;0;0.000000;271.650000;267.620000;74;0;0;0;0;0;mq;0;0;0;0.200000;mq;271.650000;mq;282.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20161010062500;1860.000000;310;2.000000;273.550000;271.160000;84;0;7;0;6;6;450;6;0;0;0.100000;mq;271.850000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;6;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20161010060000;1270.000000;0;0.000000;271.250000;267.230000;74;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.250000;mq;287.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20161010061400;1385.000000;0;0.000000;273.550000;270.670000;81;0;0;0;0;0;mq;0;0;0;mq;mq;272.850000;mq;282.250000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20161010055800;1107.000000;0;0.000000;275.850000;273.580000;85;0;0;0;0;0;mq;0;0;0;mq;mq;275.650000;mq;288.050000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20161010130000;790.000000;0;0.000000;278.150000;mq;mq;0;0;0;8;8;800;6;/;/;mq;mq;mq;mq;mq;mq;mq;mq;750.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161010111500;1270.000000;0;0.000000;281.350000;275.380000;66;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20161010053000;1780.000000;0;0.000000;268.650000;267.830000;94;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;276.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
