numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07920;20151225080000;1720.000000;0;0.000000;275.150000;265.550000;49;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;280.650000;0.050000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;1;180;2.000000;0.300000;0.000000;mq;7;7;mq;2;mq;
07457;20151225062500;790.000000;0;0.000000;273.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20151225064500;1018.000000;0;0.000000;271.150000;mq;mq;44;4;0;0;0;mq;0;0;0;0.000000;mq;269.650000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20151225070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151225071500;1327.000000;180;10.000000;282.150000;273.590000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.150000;mq;283.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20151225074000;1747.000000;0;0.000000;277.950000;268.400000;50;0;0;0;1;0;8000;0;0;2;0.000000;mq;275.650000;mq;278.350000;0.110000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;1;230;10.000000;0.350000;0.000000;mq;7;7;mq;2;mq;
07856;20151225063000;1620.000000;0;0.000000;276.050000;264.990000;44;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.550000;mq;280.850000;0.140000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;1;90;8.000000;0.500000;0.000000;mq;7;6;mq;2;mq;
07876;20151225063000;1270.000000;0;0.000000;275.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07881;20151225074000;2590.000000;180;4.000000;270.350000;250.470000;20;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.950000;mq;275.750000;0.460000;0.000000;-99;768.000000;3100.000000;mq;266.350000;mq;0;0;0;mq;mq;mq;mq;1;220;8.000000;mq;mq;mq;7;5;mq;2;mq;
07897;20151225070000;1870.000000;0;0.000000;276.650000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.130000;0.000000;-99;768.000000;3100.000000;mq;268.450000;mq;0;0;0;mq;mq;mq;mq;1;180;3.000000;mq;mq;mq;7;4;mq;2;mq;
07898;20151225071500;1080.000000;0;0.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.650000;mq;283.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151225070000;1107.000000;90;2.000000;279.250000;266.650000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;277.750000;mq;291.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07971;20151225073000;1384.000000;180;1.000000;276.750000;267.550000;51;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.450000;mq;284.350000;0.040000;0.000000;-99;768.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07458;20151225080000;1152.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151225083000;970.000000;0;0.000000;279.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07858;20151225074500;1765.000000;0;0.000000;277.250000;268.770000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.550000;mq;279.750000;0.380000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;340;10.000000;0.570000;0.000000;mq;7;6;mq;2;mq;
07875;20151225075800;1860.000000;0;0.000000;273.450000;265.920000;57;0;0;0;1;0;8000;0;0;2;0.000000;mq;270.250000;mq;279.350000;0.250000;0.000000;-99;768.000000;3100.000000;mq;264.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07961;20151225080100;1745.000000;180;12.000000;280.250000;262.950000;28;0;0;0;1;0;8000;0;0;9;0.000000;mq;275.950000;mq;281.850000;0.130000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;1;mq;
07964;20151225082000;2020.000000;220;7.000000;277.850000;261.310000;29;0;0;0;1;0;8000;0;0;2;0.000000;mq;275.150000;mq;279.250000;0.300000;0.000000;-99;768.000000;3100.000000;mq;271.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;1;360.000000;
07970;20151225075000;1789.000000;0;0.000000;278.050000;264.210000;36;0;0;0;2;0;8000;0;0;2;0.000000;mq;276.250000;mq;284.950000;0.250000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07887;20151225081000;1500.000000;0;0.000000;276.850000;269.120000;57;0;0;0;1;0;8000;0;0;2;0.000000;mq;276.150000;mq;280.150000;0.100000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;1;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07962;20151225075000;680.000000;0;0.000000;271.550000;270.420000;92;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.850000;mq;284.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151225083500;1000.000000;0;0.000000;281.450000;268.960000;41;0;0;0;1;0;8000;0;0;2;0.000000;mq;280.150000;mq;287.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07968;20151225083000;1569.000000;0;0.000000;281.350000;267.160000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;277.150000;mq;285.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;0.400000;0.000000;mq;0;0;0;mq;mq;
07470;20151225084500;1850.000000;0;0.000000;277.350000;mq;mq;0;0;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.110000;0.000000;-99;768.000000;3100.000000;mq;270.550000;mq;mq;mq;mq;mq;mq;mq;mq;2;270;4.000000;0.700000;0.000000;mq;0;0;0;mq;mq;
07696;20151225073000;1850.000000;310;4.000000;276.050000;265.840000;47;0;0;0;2;1;800;0;3;2;0.000000;mq;273.150000;mq;280.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07891;20151225075000;1200.000000;0;0.000000;277.350000;270.720000;62;0;0;0;1;0;8000;0;0;2;0.000000;mq;275.450000;mq;279.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07939;20151225072300;1860.000000;90;4.000000;271.250000;264.510000;60;0;0;0;1;0;8000;0;0;7;0.000000;mq;268.250000;mq;274.650000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07942;20151225081500;1910.000000;0;0.000000;277.150000;264.100000;38;0;0;0;3;0;8000;0;0;2;0.000000;mq;272.350000;mq;277.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;220;2.000000;mq;mq;mq;0;0;0;mq;mq;
07456;20151225084000;2180.000000;0;0.000000;276.150000;255.340000;20;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.150000;mq;278.150000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;5;mq;2;mq;
07498;20151225073000;1850.000000;220;1.000000;269.250000;264.210000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.150000;mq;277.150000;0.290000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;mq;mq;
07589;20151225082000;1570.000000;180;2.000000;277.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;280.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
