numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07470;20151226081000;1850.000000;0;0.000000;278.150000;mq;mq;0;0;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.100000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;mq;mq;0;mq;mq;mq;mq;2;0;0.000000;0.700000;0.000000;mq;0;0;0;mq;mq;
07489;20151226083000;970.000000;0;0.000000;279.150000;mq;mq;0;0;0;2;0;8000;0;0;2;0.000000;mq;275.150000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151226070000;1850.000000;0;0.000000;270.750000;262.470000;53;0;0;0;1;0;8000;0;0;2;0.000000;mq;268.650000;mq;277.650000;0.290000;0.000000;-99;768.000000;3100.000000;mq;264.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;mq;mq;
07590;20151226065500;1270.000000;0;0.000000;275.050000;266.960000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.950000;mq;282.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07815;20151226080000;2350.000000;0;0.000000;273.150000;262.620000;45;0;0;0;1;0;8000;0;0;2;0.000000;mq;273.150000;mq;280.150000;0.330000;0.000000;-99;768.000000;3100.000000;mq;265.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07892;20151226080000;1700.000000;0;0.000000;270.650000;267.670000;80;0;0;0;3;0;8000;0;0;2;0.000000;mq;269.150000;mq;278.150000;0.210000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07893;20151226074500;1780.000000;0;0.000000;274.150000;264.620000;49;0;0;0;1;0;8000;0;0;2;0.000000;mq;272.650000;mq;277.750000;0.250000;0.000000;-99;768.000000;3100.000000;mq;268.550000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.600000;0.000000;mq;7;5;mq;mq;mq;
07894;20151226070000;1350.000000;220;1.000000;277.750000;264.970000;39;0;0;0;2;0;8000;0;0;2;0.000000;mq;273.550000;mq;283.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07895;20151226064500;1970.000000;0;0.000000;274.850000;263.300000;42;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.450000;mq;278.650000;0.180000;0.000000;-99;768.000000;3100.000000;mq;269.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07900;20151226072000;2040.000000;180;5.000000;274.350000;262.540000;41;0;0;0;3;0;8000;0;0;2;0.000000;mq;273.350000;mq;276.850000;0.260000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;1;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;2;mq;
07901;20151226070000;1870.000000;0;0.000000;278.350000;262.580000;31;0;0;0;1;0;8000;0;0;2;0.000000;mq;276.150000;mq;284.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;0.500000;0.000000;mq;0;0;0;mq;mq;
07904;20151226063000;2080.000000;0;0.000000;269.650000;248.700000;18;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;280.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07916;20151226075000;1620.000000;0;0.000000;278.450000;263.840000;34;0;0;0;2;0;8000;0;0;2;0.000000;mq;276.150000;mq;284.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07917;20151226080000;1281.000000;0;0.000000;270.850000;267.700000;79;0;0;0;3;0;8000;0;0;2;0.000000;mq;270.050000;mq;284.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07918;20151226080000;2284.000000;0;0.000000;273.250000;260.270000;37;0;0;0;3;0;8000;0;0;2;0.000000;mq;271.950000;mq;276.850000;0.300000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07919;20151226075000;2130.000000;0;0.000000;276.550000;266.570000;48;0;0;0;1;0;8000;0;0;2;0.000000;mq;274.750000;mq;281.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07921;20151226081300;1680.000000;0;0.000000;274.250000;262.450000;41;0;0;0;5;0;8000;0;0;2;0.000000;mq;272.850000;mq;278.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07929;20151226075600;1855.000000;0;0.000000;272.350000;261.320000;43;0;0;0;1;0;8000;0;0;2;0.000000;mq;268.150000;mq;278.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
