numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07729;20151203070000;636.000000;0;0.000000;267.850000;267.180000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.850000;mq;288.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20151203070000;2590.000000;90;4.000000;274.250000;254.860000;22;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.520000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;3;mq;1;120.000000;
07898;20151203072000;1080.000000;0;0.000000;270.150000;mq;mq;0;0;0;2;0;8000;0;0;9;0.000000;268.150000;mq;282.650000;mq;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151203065000;680.000000;0;0.000000;268.850000;267.890000;93;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.850000;mq;278.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151203070000;1000.000000;0;0.000000;278.750000;264.110000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.050000;mq;288.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151203060500;790.000000;0;0.000000;272.550000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;271.550000;mq;275.150000;mq;0.080000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151203070000;1270.000000;0;0.000000;278.150000;265.000000;38;0;0;0;1;1;1750;0;3;0;0.000000;mq;277.150000;mq;285.150000;0.170000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151203070000;1281.000000;0;0.000000;269.850000;265.520000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.450000;mq;284.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151203064500;1665.000000;90;2.000000;274.750000;259.020000;30;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.850000;mq;288.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151203072300;1860.000000;90;4.000000;272.750000;258.780000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.950000;mq;278.650000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151203071500;1327.000000;0;0.000000;279.150000;275.960000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.150000;mq;286.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151203080000;970.000000;0;0.000000;283.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20151203074500;1860.000000;0;0.000000;275.750000;256.670000;23;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.050000;mq;282.550000;0.310000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;1;240.000000;
07498;20151203070000;1850.000000;50;1.000000;270.750000;260.960000;47;0;0;0;3;3;3500;0;3;0;0.000000;mq;268.650000;mq;278.150000;0.280000;0.000000;-99;768.000000;3100.000000;mq;263.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;4;mq;mq;mq;
07889;20151203074500;1800.000000;0;0.000000;278.650000;258.020000;21;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;mq;0.180000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07891;20151203070000;1200.000000;0;0.000000;278.450000;263.840000;34;0;0;0;2;2;mq;0;3;0;0.000000;mq;277.150000;mq;281.650000;0.200000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;
07893;20151203073000;1780.000000;180;2.000000;272.650000;262.440000;46;0;0;0;2;0;8000;0;0;2;0.000000;mq;270.950000;mq;276.950000;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07895;20151203064500;1970.000000;0;0.000000;273.650000;257.220000;28;0;0;0;3;3;3500;0;3;0;0.000000;mq;272.850000;mq;280.350000;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;4;mq;1;200.000000;
07904;20151203070000;2080.000000;0;0.000000;271.850000;251.730000;20;0;0;0;2;2;3500;0;3;0;0.000000;mq;267.650000;mq;279.150000;0.270000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07918;20151203083500;2284.000000;90;2.000000;274.550000;258.000000;28;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;279.750000;0.380000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07900;20151203070000;2040.000000;90;4.000000;275.750000;258.600000;27;0;0;0;7;5;3500;0;3;2;0.000000;mq;274.450000;mq;279.850000;0.300000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;4;mq;1;180.000000;
07912;20151203070000;1707.000000;0;0.000000;269.750000;263.100000;60;0;0;0;2;2;1250;0;3;0;0.000000;mq;266.750000;mq;275.050000;0.180000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151203065800;1107.000000;90;3.000000;278.450000;264.210000;35;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.250000;mq;288.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151203123000;1850.000000;230;1.000000;278.250000;262.890000;32;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.280000;0.000000;-50;750.000000;3100.000000;mq;264.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;4;mq;mq;mq;
07590;20151203123000;1270.000000;0;0.000000;281.250000;260.790000;22;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.030000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151203123000;1327.000000;220;4.000000;282.150000;276.970000;70;0;0;0;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151203120000;1780.000000;0;0.000000;277.250000;262.400000;33;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.250000;0.000000;-50;750.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;mq;0;0.000000;0.600000;0.000000;mq;4;4;mq;1;160.000000;
07904;20151203115000;2080.000000;180;2.000000;279.550000;258.190000;20;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
