numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07962;20151128065500;680.000000;mq;mq;277.350000;276.320000;93;60;6;0;8;8;250;6;/;/;4.500000;272.250000;mq;282.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151128072500;1000.000000;0;0.000000;278.050000;277.010000;93;60;6;0;8;8;450;6;/;/;3.900000;mq;272.950000;mq;278.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20151128064500;1018.000000;0;0.000000;268.650000;mq;mq;0;0;0;8;8;250;6;/;/;0.000000;mq;262.950000;mq;271.950000;0.180000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151128070000;1270.000000;mq;mq;271.150000;265.650000;66;16;0;0;8;8;mq;/;/;/;0.000000;264.150000;mq;273.650000;mq;0.290000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151128060000;1107.000000;0;0.000000;277.750000;277.020000;95;60;6;0;8;8;450;6;/;/;1.700000;mq;272.150000;mq;281.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20151128070000;1707.000000;40;1.000000;264.550000;261.880000;81;0;0;0;6;6;450;5;3;0;0.000000;mq;258.450000;mq;269.050000;0.190000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20151128080000;1570.000000;0;0.000000;272.150000;mq;mq;0;0;0;8;8;1250;0;7;/;0.000000;mq;265.150000;mq;272.650000;0.130000;0.000000;-99;768.000000;3100.000000;mq;272.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;1;mq;
07498;20151128071500;1850.000000;190;1.000000;266.350000;263.320000;79;0;0;0;8;8;3500;0;1;/;0.000000;mq;260.250000;mq;270.150000;0.320000;0.000000;-99;768.000000;3100.000000;mq;262.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07590;20151128070000;1270.000000;0;0.000000;268.550000;265.300000;78;0;0;0;3;3;3500;0;3;0;0.000000;mq;265.550000;mq;272.650000;0.040000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151128073000;1080.000000;0;0.000000;270.050000;mq;mq;70;7;7;8;8;mq;/;/;/;0.100000;263.450000;mq;273.150000;mq;0.180000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151128070000;1665.000000;90;2.000000;274.850000;261.700000;37;0;0;0;2;1;1750;5;4;9;0.000000;mq;267.850000;mq;278.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151128060500;790.000000;0;0.000000;272.150000;mq;mq;0;0;0;8;8;1250;0;3;/;0.000000;268.350000;mq;273.150000;mq;0.150000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
