numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20160117064500;1018.000000;0;0.000000;267.150000;mq;mq;0;7;7;7;7;1750;0;7;/;7.500000;mq;265.150000;mq;269.950000;0.220000;0.050000;-99;768.000000;3105.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20160117073000;1850.000000;320;2.000000;262.650000;258.230000;70;70;7;7;8;4;150;6;1;/;0.300000;mq;262.650000;mq;265.050000;1.120000;0.010000;-99;768.000000;3101.000000;mq;264.650000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07598;20160117075000;2070.000000;0;0.000000;261.750000;253.150000;49;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.850000;mq;267.050000;0.410000;0.000000;-99;768.000000;3100.000000;mq;258.650000;mq;0;0;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;4;mq;1;160.000000;
07818;20160117070000;1250.000000;0;0.000000;265.150000;mq;mq;0;7;0;6;2;250;5;3;0;8.200000;mq;264.150000;mq;269.150000;0.500000;0.150000;-99;768.000000;3115.000000;mq;mq;mq;0;0;mq;mq;mq;mq;mq;3;360;15.000000;mq;mq;mq;0;0;0;mq;mq;
07888;20160117072000;1800.000000;0;0.000000;263.050000;260.710000;83;0;7;4;8;7;250;5;7;/;1.100000;mq;262.850000;mq;266.750000;0.840000;0.030000;-99;768.000000;3103.000000;mq;265.650000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;4;mq;1;100.000000;
07894;20160117072500;1350.000000;0;0.000000;265.250000;258.840000;60;0;7;0;8;7;mq;6;1;/;0.700000;mq;264.250000;mq;268.550000;0.660000;0.020000;-99;768.000000;3102.000000;mq;267.550000;mq;0;4;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;1;75.000000;
07895;20160117064500;1970.000000;0;0.000000;261.150000;259.290000;86;70;7;0;8;8;mq;6;/;/;1.100000;mq;260.650000;mq;263.350000;1.050000;0.020000;-99;768.000000;3102.000000;mq;263.850000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;100.000000;
07900;20160117072000;2040.000000;180;6.000000;261.550000;258.490000;78;71;7;3;8;8;250;0;2;/;3.200000;mq;261.350000;mq;265.350000;1.300000;0.050000;-99;768.000000;3105.000000;mq;261.150000;mq;0;mq;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;60.000000;
07901;20160117070000;1870.000000;270;3.000000;262.650000;261.470000;91;86;7;4;9;9;mq;/;/;/;5.000000;mq;262.350000;mq;266.350000;1.150000;0.080000;-99;768.000000;3108.000000;mq;267.950000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;50.000000;
07904;20160117070000;2080.000000;310;12.000000;261.450000;253.780000;53;36;3;0;8;8;800;0;7;/;0.000000;mq;259.650000;mq;262.950000;1.030000;0.000000;-99;768.000000;3100.000000;mq;262.950000;mq;0;mq;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07911;20160117074000;1620.000000;0;0.000000;262.150000;mq;mq;71;7;7;9;9;mq;/;/;/;4.200000;mq;262.150000;mq;266.150000;1.220000;0.110000;-99;768.000000;3111.000000;mq;264.650000;mq;0;mq;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07912;20160117070000;1707.000000;90;1.000000;263.450000;261.400000;85;71;7;0;8;8;80;5;2;/;1.200000;mq;261.050000;mq;266.150000;0.770000;0.030000;-99;768.000000;3103.000000;mq;263.250000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;mq;mq;
07931;20160117070000;1665.000000;0;6.000000;264.350000;254.020000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.650000;mq;270.250000;0.330000;0.000000;-99;768.000000;3100.000000;mq;261.650000;mq;0;mq;8;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07945;20160117073000;1270.000000;360;7.000000;269.350000;255.760000;34;0;0;0;4;3;3500;0;3;2;0.000000;mq;265.550000;mq;274.650000;0.450000;0.000000;-99;768.000000;3100.000000;mq;269.350000;mq;0;0;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07966;20160117074500;1000.000000;0;0.000000;270.150000;258.120000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.950000;mq;275.150000;0.030000;0.000000;-99;768.000000;3100.000000;mq;265.050000;mq;mq;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;mq;mq;
