numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07608;20151027073000;1327.000000;220;4.000000;282.150000;277.370000;72;0;0;0;8;6;1250;5;3;/;0.000000;mq;278.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20151027063000;1385.000000;0;0.000000;283.350000;280.060000;80;0;6;0;8;8;450;6;/;/;0.500000;mq;282.750000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151027070000;636.000000;0;0.000000;mq;mq;mq;0;0;0;5;mq;mq;/;/;/;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151027063000;1780.000000;0;0.000000;276.350000;266.390000;48;0;0;0;4;4;2250;0;4;0;0.000000;mq;276.150000;mq;286.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20151027064500;1970.000000;0;0.000000;276.650000;264.310000;40;0;0;0;5;5;2250;0;4;0;0.000000;mq;275.350000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151027071000;1908.000000;0;0.000000;278.150000;265.330000;39;0;0;0;8;8;1750;0;7;/;0.000000;mq;273.450000;mq;291.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151027070000;1860.000000;0;0.000000;275.650000;270.340000;68;0;0;0;8;8;2250;0;3;/;0.000000;mq;273.150000;mq;281.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151027064800;1115.000000;0;0.000000;283.650000;279.410000;75;0;6;0;5;5;1250;0;3;0;0.100000;mq;282.150000;mq;292.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151027065000;680.000000;0;0.000000;286.250000;280.480000;68;0;0;0;5;mq;mq;/;/;/;0.000000;mq;280.250000;mq;293.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151027065500;1000.000000;0;0.000000;286.150000;278.810000;61;0;0;0;5;5;1750;5;0;0;0.000000;mq;285.550000;mq;293.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151027071000;1420.000000;180;4.000000;283.150000;279.680000;79;60;6;6;5;5;1750;0;7;0;0.100000;mq;282.150000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151027080000;970.000000;0;0.000000;284.150000;mq;mq;0;0;0;7;7;2250;0;3;/;0.000000;mq;278.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20151027064500;1018.000000;0;0.000000;278.150000;mq;mq;0;0;0;6;5;1750;0;3;2;0.000000;mq;273.750000;mq;289.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20151027071500;1570.000000;0;0.000000;280.150000;mq;mq;0;0;0;7;7;1750;0;7;/;0.000000;mq;278.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151027060000;790.000000;0;0.000000;275.950000;mq;mq;0;4;0;0;0;mq;0;0;0;0.000000;274.150000;mq;282.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
