numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07458;20160114073000;1152.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;2.100000;mq;mq;mq;mq;0.350000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20160114075000;1747.000000;0;0.000000;269.150000;267.900000;91;73;7;4;9;9;mq;/;/;/;2.300000;mq;264.150000;mq;269.650000;0.730000;0.030000;-99;768.000000;3103.000000;mq;265.750000;mq;0;mq;4;mq;mq;mq;mq;3;270;12.000000;0.830000;0.020000;mq;1;2;mq;1;mq;
07815;20160114080000;2350.000000;0;0.000000;269.150000;268.470000;95;73;7;4;9;9;mq;/;/;/;3.000000;mq;261.150000;mq;269.150000;1.400000;0.060000;-99;768.000000;3106.000000;mq;265.350000;mq;0;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;1;40.000000;
07897;20160114074000;1870.000000;0;0.000000;266.450000;mq;mq;71;7;3;8;8;30;6;2;/;mq;mq;mq;mq;mq;1.300000;0.030000;-99;768.000000;3103.000000;mq;263.850000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07900;20160114071500;2040.000000;0;0.000000;265.950000;264.160000;87;71;7;0;8;8;mq;0;2;/;2.500000;mq;259.750000;mq;266.150000;1.280000;0.080000;-99;768.000000;3108.000000;mq;263.650000;mq;0;mq;4;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;9;mq;0;70.000000;
07911;20160114074000;1620.000000;0;0.000000;266.650000;mq;mq;71;7;0;9;9;mq;/;/;/;2.500000;mq;262.150000;mq;269.650000;1.010000;0.030000;-99;768.000000;3103.000000;mq;268.350000;mq;0;mq;1;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07582;20160114073200;1350.000000;0;0.000000;269.150000;265.720000;77;71;0;7;8;8;450;6;/;/;2.500000;mq;266.850000;mq;272.850000;0.350000;0.030000;-99;768.000000;3103.000000;mq;268.450000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;110.000000;
07715;20160114081000;2125.000000;310;7.000000;269.250000;267.710000;89;73;7;0;9;9;mq;/;/;/;3.600000;mq;mq;mq;mq;0.500000;0.040000;-99;768.000000;3104.000000;mq;265.450000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;1;180.000000;
07919;20160114081000;2130.000000;0;0.000000;269.550000;267.550000;86;73;7;0;9;9;mq;/;/;/;5.600000;mq;263.650000;mq;269.650000;0.840000;0.060000;-99;768.000000;3106.000000;mq;mq;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07939;20160114070600;1860.000000;0;0.000000;267.250000;263.700000;76;70;7;0;8;8;450;6;/;/;1.000000;mq;263.450000;mq;270.750000;0.290000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;8.000000;mq;0.010000;mq;0;0;0;mq;mq;
07941;20160114075500;1630.000000;0;0.000000;269.650000;267.800000;87;73;7;0;9;9;mq;/;/;/;1.500000;mq;269.350000;mq;272.250000;0.100000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07959;20160114080000;1860.000000;270;2.000000;mq;mq;mq;60;6;3;8;8;800;0;3;/;2.400000;mq;mq;mq;mq;0.300000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;3;270;2.000000;mq;0.010000;mq;6;6;mq;2;mq;
07498;20160114071500;1850.000000;330;1.000000;266.650000;265.710000;93;71;7;0;9;9;mq;/;/;/;1.000000;mq;259.150000;mq;268.050000;1.050000;0.030000;-99;768.000000;3103.000000;mq;266.250000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07590;20160114070000;1270.000000;0;0.000000;269.750000;269.060000;95;70;7;0;8;8;250;5;/;/;0.900000;mq;267.050000;mq;273.550000;0.350000;0.040000;-99;768.000000;3104.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07599;20160114074500;1240.000000;180;2.000000;270.150000;267.670000;83;75;7;0;8;8;30;6;/;/;2.900000;mq;266.350000;mq;273.550000;0.180000;0.030000;-99;768.000000;3103.000000;mq;272.450000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07608;20160114071500;1327.000000;220;7.000000;277.150000;275.660000;90;0;6;0;8;7;800;5;3;/;6.400000;mq;270.150000;mq;278.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07818;20160114064500;1250.000000;180;3.000000;271.150000;270.460000;95;70;0;0;9;9;mq;/;/;/;0.500000;mq;265.150000;mq;274.150000;0.040000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07884;20160114073000;1400.000000;220;2.000000;270.150000;269.460000;95;73;7;0;9;9;mq;/;/;/;2.600000;mq;263.150000;mq;271.150000;0.750000;0.030000;-99;768.000000;3103.000000;mq;270.650000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07888;20160114071500;1800.000000;0;0.000000;268.450000;266.320000;85;70;7;0;9;9;mq;/;/;/;3.000000;mq;263.650000;mq;272.050000;0.800000;0.020000;-99;768.000000;3102.000000;mq;268.450000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;1;100.000000;
07895;20160114064500;1970.000000;0;0.000000;265.650000;264.290000;90;70;7;0;9;9;mq;/;/;/;1.000000;mq;260.150000;mq;267.150000;1.050000;0.030000;-99;768.000000;3103.000000;mq;266.050000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
