numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07608;20151017063000;1327.000000;220;7.000000;282.150000;265.490000;30;0;0;0;2;0;8000;0;0;2;0.000000;mq;274.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151017060000;1270.000000;0;0.000000;272.150000;270.420000;88;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.650000;mq;275.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151017055500;680.000000;0;0.000000;271.750000;270.620000;92;0;0;0;0;0;mq;0;0;0;0.200000;271.750000;mq;289.050000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151017061000;1000.000000;0;0.000000;278.150000;267.190000;45;0;0;0;1;0;8000;0;0;2;0.000000;273.850000;mq;286.650000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151017052500;790.000000;0;0.000000;275.150000;mq;mq;0;0;0;6;6;2250;0;3;0;0.000000;274.150000;mq;277.950000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151017054000;1270.000000;0;0.000000;272.250000;271.550000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.650000;mq;276.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151017063000;1080.000000;0;0.000000;271.650000;mq;mq;0;0;0;2;0;8000;0;0;9;0.000000;270.650000;mq;277.350000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151017060000;1281.000000;0;0.000000;270.750000;269.330000;90;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.750000;mq;278.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151017060500;1665.000000;90;2.000000;270.850000;267.540000;78;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.650000;mq;280.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151017060900;1908.000000;0;0.000000;269.350000;266.570000;81;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.950000;mq;283.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151017055700;1115.000000;90;3.000000;277.950000;266.720000;44;0;0;0;1;1;3500;0;2;0;0.000000;mq;272.150000;mq;285.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151017113000;1327.000000;220;4.000000;286.150000;272.860000;40;0;0;0;4;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151017115500;1270.000000;0;0.000000;284.250000;273.360000;47;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151017120000;1281.000000;0;2.000000;285.250000;274.280000;47;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151017104500;1665.000000;270;2.000000;280.750000;269.570000;45;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;20151017063000;1850.000000;0;0.000000;271.050000;267.560000;77;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.750000;mq;281.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151017094000;790.000000;360;5.000000;279.850000;mq;mq;0;0;0;5;3;800;6;3;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
