numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20151209064500;1018.000000;0;0.000000;276.750000;275.260000;90;60;6;0;8;8;250;5;/;/;4.300000;mq;268.150000;mq;280.150000;0.080000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151209071500;1327.000000;0;0.000000;277.150000;277.010000;99;45;6;4;9;9;mq;/;/;/;7.200000;mq;277.150000;mq;281.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151209070000;636.000000;0;0.000000;279.850000;279.850000;100;45;6;0;9;9;mq;/;/;/;10.000000;mq;270.650000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20151209064500;1970.000000;0;0.000000;271.650000;271.650000;100;45;7;4;9;9;mq;/;/;/;0.900000;mq;270.150000;mq;276.150000;0.220000;0.020000;-99;768.000000;3102.000000;mq;272.550000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;4;mq;mq;mq;
07904;20151209070000;2080.000000;0;0.000000;271.250000;270.560000;95;70;7;4;8;2;250;6;7;/;1.700000;mq;268.150000;mq;276.650000;0.270000;0.020000;-99;768.000000;3102.000000;mq;271.450000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;4;mq;mq;mq;
07962;20151209065000;680.000000;0;0.000000;279.350000;279.060000;98;45;6;0;9;9;mq;/;/;/;2.600000;mq;272.050000;mq;286.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151209074500;1000.000000;0;0.000000;278.950000;278.800000;99;60;6;4;8;8;30;6;/;/;5.000000;mq;278.950000;mq;287.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151209080000;1780.000000;0;0.000000;272.650000;272.090000;96;45;7;4;9;9;mq;/;/;/;0.700000;mq;272.150000;mq;274.650000;0.250000;0.010000;-99;768.000000;3101.000000;mq;272.050000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;0.580000;0.020000;mq;1;4;mq;2;mq;
07913;20151209080000;2320.000000;0;0.000000;270.150000;mq;mq;0;7;mq;8;8;80;6;/;/;0.400000;mq;269.150000;mq;275.150000;0.320000;0.020000;-99;768.000000;3102.000000;mq;269.850000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151209081300;1420.000000;0;0.000000;276.550000;276.260000;98;45;6;4;9;9;mq;/;/;/;2.300000;276.050000;mq;284.450000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
