numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20151117064500;1018.000000;0;0.000000;272.150000;mq;mq;0;0;0;4;4;2250;0;3;2;0.000000;mq;271.350000;mq;289.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151117060000;1270.000000;0;0.000000;280.150000;272.450000;58;0;0;0;6;6;1750;0;3;/;0.000000;mq;278.650000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20151117081000;1570.000000;0;0.000000;280.150000;mq;mq;0;0;0;4;0;8000;0;0;2;0.000000;mq;278.150000;mq;287.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151117083000;970.000000;40;3.000000;276.150000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;276.150000;mq;291.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151117062000;790.000000;0;0.000000;277.150000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;276.650000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20151117080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151117065500;1270.000000;0;0.000000;274.450000;268.390000;64;0;0;0;3;0;8000;0;0;2;0.000000;mq;272.150000;mq;283.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151117073000;1327.000000;0;0.000000;283.150000;270.170000;40;0;0;0;5;2;3500;0;3;9;0.000000;mq;278.150000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151117070000;636.000000;mq;mq;269.950000;269.400000;96;0;0;0;0;0;mq;0;0;0;0.000000;269.950000;mq;289.350000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151117063000;1780.000000;0;0.000000;276.650000;263.650000;38;0;0;0;4;4;1250;0;4;0;0.000000;mq;274.650000;mq;282.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151117071500;1080.000000;0;0.000000;274.950000;mq;mq;0;0;0;2;0;8000;0;0;9;0.100000;mq;273.150000;mq;289.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20151117070000;1707.000000;40;1.000000;270.050000;265.720000;72;0;0;0;2;2;1250;0;3;0;0.000000;mq;270.050000;mq;283.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20151117074500;1270.000000;0;0.000000;276.250000;266.300000;48;0;0;0;4;0;8000;0;0;2;0.000000;mq;275.450000;mq;289.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151117065000;680.000000;0;0.000000;271.550000;270.270000;91;0;0;0;1;1;2250;0;3;0;0.100000;mq;270.950000;mq;288.950000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151117062500;1420.000000;0;0.000000;276.150000;265.650000;46;0;0;0;3;1;2250;0;3;2;0.000000;mq;275.150000;mq;287.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151117104500;790.000000;0;0.000000;282.150000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151117122000;1270.000000;0;0.000000;285.050000;269.680000;34;0;0;0;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151117123000;1327.000000;0;0.000000;284.150000;276.690000;60;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151117120200;1908.000000;0;0.000000;284.050000;269.560000;36;0;0;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
