numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20160227061500;790.000000;0;0.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.150000;mq;276.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20160227064500;1018.000000;0;0.000000;275.150000;mq;mq;0;0;0;7;0;8000;0;0;2;0.000000;mq;269.250000;mq;277.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07580;20160227071500;1260.000000;180;4.000000;275.850000;269.510000;63;0;0;0;6;4;800;5;3;/;0.000000;mq;265.950000;mq;277.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20160227065000;1270.000000;0;0.000000;273.550000;266.900000;61;0;0;0;8;8;1750;5;/;/;0.000000;mq;269.650000;mq;277.450000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07599;20160227071000;1240.000000;130;3.000000;274.150000;269.290000;70;0;4;0;8;8;1750;0;2;/;0.000000;mq;269.350000;mq;279.650000;0.010000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07608;20160227073000;1327.000000;270;4.000000;271.550000;271.280000;98;73;7;7;9;9;mq;/;/;/;16.000000;mq;271.250000;mq;276.650000;0.170000;0.170000;-99;768.000000;3117.000000;mq;272.650000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;20160227063000;1850.000000;300;2.000000;270.050000;266.590000;77;71;7;0;9;9;mq;/;/;/;7.000000;mq;265.650000;mq;276.050000;0.150000;0.050000;-99;768.000000;3105.000000;mq;271.250000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;7;mq;2;mq;
07858;20160227073000;1765.000000;0;0.000000;271.450000;mq;mq;0;0;0;2;2;3500;0;3;7;0.000000;mq;271.150000;mq;277.750000;0.400000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;1;mq;
07872;20160227065000;1355.000000;130;2.000000;271.850000;269.810000;86;0;7;0;4;0;8000;0;0;2;0.000000;mq;267.750000;mq;275.250000;0.030000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07876;20160227063000;1270.000000;0;0.000000;271.750000;mq;mq;0;0;0;1;0;8000;0;0;7;0.000000;mq;mq;mq;mq;0.550000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;7;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;7;mq;mq;mq;
07889;20160227073500;1800.000000;0;0.000000;270.150000;263.470000;60;0;0;0;5;2;1250;2;3;2;0.000000;mq;263.650000;mq;272.650000;0.600000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;0;3;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;6;mq;mq;mq;
07895;20160227064500;1970.000000;0;0.000000;267.550000;262.580000;68;0;0;0;5;1;1250;0;3;2;0.000000;mq;264.150000;mq;273.150000;1.450000;0.000000;-99;768.000000;3100.000000;mq;268.450000;mq;0;0;6;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;1;mq;1;110.000000;
07900;20160227072000;2040.000000;90;10.000000;269.250000;263.040000;62;36;3;0;5;1;80;0;3;2;0.000000;mq;263.550000;mq;273.050000;1.810000;0.000000;-99;768.000000;3100.000000;mq;269.250000;mq;0;0;2;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;0;120.000000;
07901;20160227070000;1870.000000;40;7.000000;269.850000;266.050000;75;36;3;0;6;1;150;2;3;2;0.000000;mq;266.750000;mq;273.550000;1.750000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;5;mq;mq;mq;mq;3;40;18.000000;3.200000;0.000000;mq;3;3;mq;1;280.000000;
07912;20160227070000;1707.000000;190;1.000000;267.650000;266.560000;92;0;7;0;7;7;1250;5;3;0;0.100000;mq;262.350000;mq;275.750000;0.880000;0.010000;-99;768.000000;3101.000000;mq;267.050000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;6;mq;mq;mq;
07919;20160227073500;2130.000000;90;7.000000;269.650000;264.600000;68;0;3;0;8;8;1250;0;1;/;0.000000;mq;268.750000;mq;276.650000;0.900000;0.000000;-99;768.000000;3100.000000;mq;268.450000;mq;0;0;2;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07931;20160227065000;1665.000000;90;2.000000;270.750000;264.040000;60;0;0;0;8;7;800;5;3;/;0.000000;mq;268.050000;mq;278.950000;0.220000;0.000000;-99;768.000000;3100.000000;mq;270.550000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07945;20160227073000;1270.000000;0;0.000000;272.350000;269.170000;79;0;7;6;8;6;800;2;7;/;0.700000;mq;271.850000;mq;281.950000;0.250000;0.010000;-99;768.000000;3101.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20160227070000;636.000000;mq;mq;277.150000;275.660000;90;63;6;6;7;6;450;/;/;/;0.500000;272.550000;mq;285.050000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
