numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07598;20160309081800;2070.000000;0;0.000000;265.450000;258.190000;56;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.550000;mq;271.050000;1.070000;0.000000;-99;768.000000;3100.000000;mq;260.250000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;1;130.000000;
07950;20160309082000;1600.000000;310;4.000000;274.250000;272.010000;85;73;7;0;9;9;mq;/;/;/;0.100000;mq;268.150000;mq;274.250000;0.980000;0.010000;-99;768.000000;3101.000000;mq;270.950000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;1;170.000000;
07982;20160309083500;1740.000000;0;0.000000;269.750000;266.300000;77;0;3;3;8;8;800;5;/;/;0.000000;mq;264.650000;mq;271.250000;0.750000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;mq;mq;
07495;20160309080000;1440.000000;0;0.000000;263.350000;262.020000;90;0;7;4;2;0;8000;0;0;2;mq;mq;261.650000;mq;270.650000;1.000000;0.020000;-99;768.000000;3102.000000;mq;267.950000;mq;0;3;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;1;8.000000;
07589;20160309082000;1570.000000;0;0.000000;267.150000;mq;mq;0;3;0;1;0;8000;0;0;2;0.000000;mq;262.150000;mq;271.650000;0.510000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07863;20160309083500;2000.000000;0;0.000000;263.350000;259.420000;73;0;7;4;2;0;8000;0;0;2;1.000000;mq;259.650000;mq;265.650000;2.190000;0.020000;-99;768.000000;3102.000000;mq;264.250000;mq;0;0;7;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07889;20160309072000;1800.000000;0;0.000000;264.150000;254.630000;46;0;7;0;2;0;8000;0;0;2;1.900000;mq;259.150000;mq;266.150000;0.980000;0.060000;-99;768.000000;3106.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07892;20160309073000;1700.000000;0;0.000000;257.150000;254.500000;80;0;7;0;6;0;8000;0;0;2;1.100000;mq;256.150000;mq;267.150000;1.250000;0.020000;-99;768.000000;3102.000000;mq;264.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;80.000000;
07893;20160309074500;1780.000000;0;0.000000;263.650000;260.050000;75;0;7;4;4;0;8000;0;0;2;3.400000;mq;258.450000;mq;268.350000;1.690000;0.070000;-99;768.000000;3107.000000;mq;263.650000;mq;0;0;0;mq;mq;mq;mq;3;160;2.000000;2.160000;0.040000;mq;2;3;mq;0;30.000000;
07895;20160309064000;1970.000000;0;0.000000;259.850000;255.200000;68;0;7;0;2;0;8000;0;0;2;0.200000;mq;257.750000;mq;265.650000;1.750000;0.010000;-99;768.000000;3101.000000;mq;262.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
