numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07876;20151102060000;1270.000000;0;0.000000;279.150000;263.690000;32;0;0;0;0;0;mq;0;0;0;0.000000;278.650000;mq;290.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151102060000;790.000000;0;0.000000;274.550000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;273.550000;mq;281.850000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151102065000;1270.000000;0;0.000000;277.150000;265.990000;44;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.050000;mq;289.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151102072000;1327.000000;0;0.000000;281.150000;276.210000;71;0;0;0;3;0;8000;0;0;2;0.000000;mq;280.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151102063000;1780.000000;0;0.000000;274.850000;262.360000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.850000;mq;284.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20151102064500;1970.000000;0;0.000000;276.150000;257.520000;24;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.950000;mq;285.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20151102070000;1707.000000;0;0.000000;270.450000;266.460000;74;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.450000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151102063500;1665.000000;90;2.000000;275.050000;261.540000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.950000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151102070000;1860.000000;310;2.000000;276.150000;262.170000;35;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;279.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20151102063000;1385.000000;180;15.000000;280.950000;275.620000;69;60;0;0;6;6;1750;0;3;0;0.100000;mq;280.350000;mq;288.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151102065800;1115.000000;90;3.000000;281.550000;274.690000;62;0;0;0;5;5;1250;0;3;/;0.000000;mq;279.750000;mq;293.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151102065000;1000.000000;220;7.000000;283.150000;275.270000;58;0;0;0;6;4;1250;5;0;2;0.000000;mq;281.450000;mq;292.950000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151102070000;636.000000;0;0.000000;274.350000;274.210000;99;0;0;0;2;2;3500;0;3;0;0.000000;mq;273.950000;mq;295.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151102070000;680.000000;90;4.000000;287.150000;278.260000;55;0;0;0;4;4;2250;0;3;0;0.000000;mq;276.350000;mq;294.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20151102064500;1420.000000;180;7.000000;281.150000;276.010000;70;0;6;0;7;7;450;0;2;/;0.100000;mq;280.150000;mq;292.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;20151102070000;1554.000000;0;0.000000;280.150000;264.960000;33;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.650000;mq;286.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151102070000;1281.000000;0;0.000000;272.550000;267.760000;70;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.150000;mq;289.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151102071500;1080.000000;0;0.000000;272.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;272.150000;mq;290.850000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151102104000;790.000000;0;0.000000;279.150000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151102115500;1270.000000;0;0.000000;287.850000;267.480000;24;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151102123000;1327.000000;0;0.000000;284.150000;280.830000;80;0;0;0;8;6;1250;5;3;/;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151102130000;1281.000000;0;2.000000;289.750000;268.530000;23;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151102114500;1665.000000;270;2.000000;287.050000;267.340000;25;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
