numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07970;20151207080000;1789.000000;0;0.000000;277.450000;268.960000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.350000;mq;284.850000;0.450000;0.000000;-99;768.000000;3100.000000;mq;269.450000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07484;20151207064500;1018.000000;0;0.000000;270.950000;mq;mq;44;4;0;0;0;mq;0;0;0;0.000000;mq;269.350000;mq;281.550000;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151207073000;1327.000000;220;7.000000;281.150000;273.860000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;283.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151207073000;636.000000;0;0.000000;270.150000;269.880000;98;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.950000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151207065600;1107.000000;0;0.000000;278.950000;272.010000;61;0;0;0;0;0;mq;0;0;0;0.000000;mq;277.950000;mq;289.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151207064900;680.000000;0;0.000000;271.650000;270.670000;93;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.750000;mq;285.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151207072000;1000.000000;0;0.000000;281.650000;273.120000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;279.450000;mq;287.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151207083000;970.000000;0;0.000000;282.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;284.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07961;20151207073600;1745.000000;0;0.000000;275.950000;267.800000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.550000;mq;281.050000;0.280000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;1;mq;
07498;20151207071500;1850.000000;0;0.000000;269.150000;265.720000;77;0;0;0;1;1;800;5;0;0;0.000000;mq;269.150000;mq;277.250000;0.280000;0.000000;-99;768.000000;3100.000000;mq;267.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;4;mq;mq;mq;
