numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07498;20160313073000;1850.000000;160;4.000000;269.550000;266.270000;78;0;0;0;5;4;800;0;3;2;0.000000;mq;260.350000;mq;277.550000;1.570000;0.000000;-99;768.000000;3100.000000;mq;264.550000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07589;20160313082000;1570.000000;0;0.000000;270.150000;mq;mq;0;0;0;2;1;250;6;3;0;0.000000;mq;268.150000;mq;278.650000;0.460000;0.000000;-99;768.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07871;20160313083000;1150.000000;0;0.000000;273.450000;272.450000;93;0;0;0;8;8;450;5;/;/;0.000000;mq;271.750000;mq;277.450000;0.400000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;1;0;mq;mq;mq;mq;2;0;0.000000;1.750000;0.000000;mq;6;3;mq;1;200.000000;
07891;20160313081000;1200.000000;0;0.000000;274.050000;272.290000;88;0;0;0;8;8;800;5;/;/;0.000000;mq;270.150000;mq;278.750000;1.200000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;mq;mq;mq;mq;mq;2;0;0.000000;2.500000;0.000000;mq;6;2;mq;mq;mq;
07901;20160313070000;1870.000000;360;2.000000;269.350000;266.080000;78;0;0;0;4;3;450;2;3;0;0.000000;mq;267.250000;mq;279.550000;2.180000;0.000000;-99;768.000000;3100.000000;mq;266.950000;mq;0;0;0;mq;mq;mq;mq;2;360;8.000000;mq;mq;mq;7;6;mq;2;mq;
07904;20160313070000;2080.000000;0;0.000000;265.350000;260.830000;70;0;0;0;1;1;1250;2;3;0;0.000000;mq;261.350000;mq;276.350000;1.470000;0.000000;-99;768.000000;3100.000000;mq;261.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07942;20160313080000;1910.000000;90;1.000000;272.250000;270.050000;85;0;0;0;7;2;800;6;1;/;0.000000;mq;270.850000;mq;277.250000;0.810000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;2;90;2.000000;mq;mq;mq;7;3;mq;1;190.000000;
07964;20160313083000;2020.000000;0;0.000000;267.050000;253.370000;33;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.450000;mq;272.750000;1.500000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;6;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;1;90.000000;
07968;20160313082000;1569.000000;0;0.000000;mq;mq;mq;0;0;0;8;8;150;5;/;/;0.000000;mq;mq;mq;mq;0.580000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;1.400000;0.000000;mq;2;3;mq;1;140.000000;
07969;20160313084500;1763.000000;0;0.000000;267.050000;266.100000;93;0;0;0;8;8;150;5;/;/;0.000000;mq;265.850000;mq;274.650000;1.000000;0.000000;-99;768.000000;3100.000000;mq;266.950000;mq;0;0;0;mq;mq;mq;mq;3;360;2.000000;1.200000;0.000000;mq;3;8;mq;1;120.000000;
07978;20160313083000;1280.000000;0;0.000000;272.250000;267.280000;69;0;0;0;8;8;800;5;/;/;0.000000;mq;270.850000;mq;278.650000;0.320000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07457;20160313060500;790.000000;0;0.000000;274.150000;mq;mq;0;0;0;8;8;800;6;/;/;0.000000;273.650000;mq;279.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20160313070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;20160313063000;1850.000000;40;3.000000;269.650000;264.600000;68;0;0;0;5;5;800;0;3;0;0.000000;mq;269.650000;mq;280.850000;0.300000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;1;230.000000;
07715;20160313081500;2125.000000;0;0.000000;270.350000;267.220000;79;0;0;0;6;4;450;6;2;0;0.000000;mq;268.350000;mq;279.750000;1.100000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07856;20160313063000;1620.000000;0;0.000000;269.050000;262.850000;62;0;0;0;8;8;250;6;/;/;0.000000;mq;267.350000;mq;278.450000;1.500000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;5;0;mq;mq;mq;mq;2;130;5.000000;3.900000;0.000000;mq;7;4;mq;2;mq;
07875;20160313080500;1860.000000;0;0.000000;267.250000;264.030000;78;0;0;0;2;1;30;6;3;0;0.000000;mq;262.150000;mq;278.650000;1.610000;0.000000;-99;768.000000;3100.000000;mq;263.450000;mq;0;9;0;mq;mq;mq;mq;2;90;10.000000;mq;mq;mq;8;7;mq;2;mq;
07876;20160313063000;1270.000000;0;0.000000;272.750000;mq;mq;0;0;0;7;7;800;0;1;/;0.000000;mq;mq;mq;mq;1.000000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;2;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;2;mq;mq;mq;
07897;20160313073000;1870.000000;0;0.000000;270.150000;mq;mq;0;4;0;6;5;150;2;7;0;mq;mq;mq;mq;mq;2.000000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;2;0;mq;mq;mq;mq;2;130;3.000000;mq;mq;mq;7;2;mq;1;210.000000;
07898;20160313073000;1080.000000;0;0.000000;274.450000;mq;mq;0;0;0;7;4;250;6;1;/;0.000000;mq;268.650000;mq;279.950000;0.570000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07924;20160313080000;2070.000000;0;0.000000;270.750000;266.390000;72;0;0;0;8;8;450;6;2;/;0.000000;mq;267.350000;mq;276.750000;1.000000;0.000000;-99;768.000000;3100.000000;mq;266.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;160.000000;
07972;20160313073000;1715.000000;0;0.000000;264.950000;263.460000;89;0;0;0;7;7;250;5;/;/;0.000000;mq;264.050000;mq;277.350000;0.980000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;1.200000;0.000000;mq;2;3;mq;mq;mq;
07590;20160313051500;1270.000000;0;0.000000;270.950000;269.230000;88;0;0;0;8;8;450;6;/;/;0.000000;mq;268.550000;mq;281.150000;0.100000;0.000000;-99;768.000000;3100.000000;mq;271.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
