numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07876;20151107070000;1270.000000;0;0.000000;281.150000;274.760000;64;0;0;0;1;1;1750;0;3;0;0.000000;mq;280.150000;mq;289.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151107064000;790.000000;0;0.000000;279.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;278.150000;mq;286.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151107065500;1270.000000;0;0.000000;278.250000;272.000000;64;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.550000;mq;289.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151107071000;1327.000000;220;4.000000;288.150000;278.380000;52;0;0;0;3;0;8000;0;0;2;0.000000;mq;282.150000;mq;290.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151107070000;1281.000000;0;0.000000;275.050000;273.430000;89;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.950000;mq;288.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151107074500;1080.000000;0;0.000000;274.950000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;273.350000;mq;290.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20151107070000;1707.000000;40;1.000000;273.150000;267.350000;65;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.250000;mq;286.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07723;20151107063000;1385.000000;0;0.000000;285.350000;279.190000;66;0;0;0;0;0;mq;0;0;0;0.000000;mq;283.350000;mq;291.250000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151107071500;636.000000;mq;mq;277.950000;277.950000;100;0;0;0;0;0;mq;0;0;0;0.000000;277.950000;mq;297.550000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151107065800;1115.000000;0;0.000000;286.650000;279.280000;61;0;0;0;1;0;8000;0;0;2;0.000000;mq;284.050000;mq;295.650000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151107065000;680.000000;0;0.000000;279.650000;278.290000;91;0;0;0;1;0;mq;0;0;2;0.000000;mq;279.650000;mq;297.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151107065000;1000.000000;0;0.000000;287.850000;279.420000;57;0;0;0;0;0;mq;0;0;0;0.000000;mq;287.850000;mq;294.350000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151107063000;1665.000000;90;2.000000;276.650000;266.390000;47;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.450000;mq;290.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151107115000;1270.000000;0;0.000000;289.450000;273.560000;34;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151107113000;1665.000000;270;2.000000;289.050000;271.500000;30;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
