numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07499;20160306070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.170000;0.070000;-99;768.000000;3107.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07725;20160306083000;1456.000000;270;2.000000;mq;mq;mq;0;7;0;8;8;250;5;/;/;10.600000;mq;mq;mq;mq;0.400000;0.100000;-99;768.000000;3110.000000;mq;271.650000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;2;mq;0;180.000000;
07875;20160306081100;1860.000000;360;5.000000;266.250000;263.380000;80;0;7;7;6;6;800;0;7;/;5.500000;mq;266.150000;mq;269.150000;1.780000;0.130000;-99;768.000000;3113.000000;mq;265.950000;mq;0;0;5;mq;mq;mq;mq;3;310;9.000000;mq;mq;mq;1;2;mq;0;80.000000;
07902;20160306082000;2000.000000;360;3.000000;263.750000;261.840000;86;0;7;4;8;8;450;5;/;/;16.800000;mq;261.750000;mq;273.050000;2.050000;0.120000;-99;768.000000;3112.000000;mq;265.150000;mq;0;0;5;mq;mq;mq;mq;3;360;9.000000;mq;mq;mq;9;1;mq;0;120.000000;
07912;20160306070000;1707.000000;90;1.000000;264.450000;263.110000;90;0;7;0;8;8;250;6;/;/;6.200000;mq;264.350000;mq;273.050000;1.310000;0.100000;-99;768.000000;3110.000000;mq;265.350000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;60.000000;
07919;20160306074500;2130.000000;40;7.000000;263.150000;260.810000;83;0;7;3;0;0;mq;0;0;0;mq;mq;261.250000;mq;273.150000;1.450000;0.110000;-99;768.000000;3111.000000;mq;268.250000;mq;0;0;2;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;6;mq;1;120.000000;
07921;20160306082700;1680.000000;0;0.000000;267.750000;259.670000;53;0;7;0;4;1;1250;6;7;0;2.000000;mq;262.450000;mq;272.850000;1.200000;0.020000;-99;768.000000;3102.000000;mq;269.750000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;0.000000;mq;1;1;mq;mq;mq;
07945;20160306073000;1270.000000;0;0.000000;265.950000;261.940000;73;0;7;0;1;1;3500;0;3;0;5.600000;mq;265.950000;mq;275.550000;0.450000;0.010000;-99;768.000000;3101.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07715;20160306083000;2125.000000;0;0.000000;262.950000;261.200000;87;0;7;3;0;0;mq;0;0;0;1.300000;mq;261.550000;mq;271.550000;1.300000;0.060000;-99;768.000000;3106.000000;mq;263.150000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;0;100.000000;
07924;20160306083000;2070.000000;90;2.000000;266.850000;259.500000;56;0;7;0;4;4;800;5;1;0;6.000000;mq;262.550000;mq;270.950000;1.300000;0.090000;-99;768.000000;3109.000000;mq;264.150000;mq;0;0;5;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;2;mq;0;100.000000;
