numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07856;20160308073000;1620.000000;0;0.000000;265.150000;260.640000;70;86;7;0;8;8;450;6;/;/;9.200000;mq;261.350000;mq;272.450000;1.750000;0.200000;-99;768.000000;3120.000000;mq;267.950000;mq;0;mq;0;mq;mq;mq;mq;3;360;5.000000;4.050000;0.250000;mq;1;2;mq;0;60.000000;
07897;20160308073000;1870.000000;0;0.000000;264.150000;mq;mq;71;7;0;9;9;mq;/;/;/;mq;mq;mq;mq;mq;2.300000;0.140000;-99;768.000000;3114.000000;mq;266.050000;mq;0;mq;mq;mq;mq;mq;mq;3;180;1.000000;mq;mq;mq;1;2;mq;0;85.000000;
07898;20160308074000;1080.000000;0;0.000000;268.650000;mq;mq;70;7;0;8;4;250;6;2;/;6.600000;mq;267.150000;mq;275.550000;0.720000;0.100000;-99;768.000000;3110.000000;mq;271.150000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07393;20160308073000;2196.000000;40;3.000000;261.750000;mq;mq;70;7;3;9;9;mq;/;/;/;mq;mq;mq;mq;mq;4.150000;0.060000;-99;768.000000;3106.000000;mq;263.050000;mq;0;mq;2;mq;mq;mq;mq;3;40;5.000000;1.990000;0.080000;mq;1;2;mq;mq;mq;
07903;20160308083000;1400.000000;0;0.000000;266.650000;265.430000;91;0;0;7;9;9;mq;/;/;/;7.200000;mq;266.150000;mq;275.250000;0.650000;0.150000;-99;768.000000;3115.000000;mq;266.150000;mq;0;mq;0;mq;mq;mq;mq;2;360;5.000000;1.450000;0.150000;mq;mq;mq;mq;mq;mq;
07943;20160308083000;1650.000000;0;0.000000;266.850000;265.620000;91;0;7;3;5;3;450;5;3;0;9.700000;mq;265.650000;mq;273.650000;1.480000;0.020000;-99;768.000000;3102.000000;mq;270.850000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;2;mq;1;160.000000;
07950;20160308081500;1600.000000;0;0.000000;269.550000;262.690000;59;0;7;4;7;7;1250;0;3;/;9.200000;mq;266.650000;mq;276.250000;0.970000;0.080000;-99;768.000000;3108.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;0;160.000000;
07582;20160308083500;1350.000000;0;0.000000;267.750000;262.010000;64;0;0;7;7;3;800;6;7;/;2.700000;mq;264.250000;mq;274.150000;0.690000;0.050000;-99;768.000000;3105.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;2;mq;
07589;20160308082000;1570.000000;360;2.000000;266.650000;mq;mq;0;7;0;5;1;800;6;3;0;0.300000;mq;264.150000;mq;273.650000;0.560000;0.010000;-99;768.000000;3101.000000;mq;270.550000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;1;mq;2;mq;
07886;20160308083000;1720.000000;360;7.000000;264.250000;262.770000;89;73;7;4;9;9;mq;/;/;/;8.200000;mq;264.050000;mq;273.150000;1.880000;0.340000;-99;768.000000;3134.000000;mq;265.450000;mq;0;mq;mq;mq;mq;mq;mq;3;360;14.000000;2.270000;0.400000;mq;9;2;mq;0;120.000000;
07893;20160308075000;1780.000000;0;0.000000;264.150000;262.240000;86;73;7;4;9;9;mq;/;/;/;3.400000;mq;261.850000;mq;270.350000;1.710000;0.110000;-99;768.000000;3111.000000;mq;265.450000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;2.200000;0.120000;mq;1;1;mq;0;18.000000;
